title,authors,description,published_date,categories,goodreads_rating
The Ride of a Lifetime,Robert Iger,"#1 NEW YORK TIMES BESTSELLER • A memoir of leadership and success: The executive chairman of Disney, Time’s 2019 businessperson of the year, shares the ideas and values he embraced during his fifteen years as CEO while reinventing one of the world’s most beloved companies and inspiring the people who bring the magic to life. NAMED ONE OF THE BEST BOOKS OF THE YEAR BY NPR Robert Iger became CEO of The Walt Disney Company in 2005, during a difficult time. Competition was more intense than ever and technology was changing faster than at any time in the company’s history. His vision came down to three clear ideas: Recommit to the concept that quality matters, embrace technology instead of fighting it, and think bigger—think global—and turn Disney into a stronger brand in international markets. Today, Disney is the largest, most admired media company in the world, counting Pixar, Marvel, Lucasfilm, and 21st Century Fox among its properties. Its value is nearly five times what it was when Iger took over, and he is recognized as one of the most innovative and successful CEOs of our era. In The Ride of a Lifetime, Robert Iger shares the lessons he learned while running Disney and leading its 220,000-plus employees, and he explores the principles that are necessary for true leadership, including: • Optimism. Even in the face of difficulty, an optimistic leader will find the path toward the best possible outcome and focus on that, rather than give in to pessimism and blaming. • Courage. Leaders have to be willing to take risks and place big bets. Fear of failure destroys creativity. • Decisiveness. All decisions, no matter how difficult, can be made on a timely basis. Indecisiveness is both wasteful and destructive to morale. • Fairness. Treat people decently, with empathy, and be accessible to them. This book is about the relentless curiosity that has driven Iger for forty-five years, since the day he started as the lowliest studio grunt at ABC. It’s also about thoughtfulness and respect, and a decency-over-dollars approach that has become the bedrock of every project and partnership Iger pursues, from a deep friendship with Steve Jobs in his final years to an abiding love of the Star Wars mythology. “The ideas in this book strike me as universal” Iger writes. “Not just to the aspiring CEOs of the world, but to anyone wanting to feel less fearful, more confidently themselves, as they navigate their professional and even personal lives.”",2019-09-23,Business & Economics,4.46
Guts: A Graphic Novel,Raina Telgemeier,"A true story from Raina Telgemeier, the #1 New York Timesbestselling, multiple Eisner Award-winning author of Smile, Sisters, Drama, and Ghosts! Raina wakes up one night with a terrible upset stomach. Her mom has one, too, so it's probably just a bug. Raina eventually returns to school, where she's dealing with the usual highs and lows: friends, not-friends, and classmates who think the school year is just one long gross-out session. It soon becomes clear that Raina's tummy trouble isn't going away... and it coincides with her worries about food, school, and changing friendships. What's going on?Raina Telgemeier once again brings us a thoughtful, charming, and funny true story about growing up and gathering the courage to face -- and conquer -- her fears.",2019-09-17,Juvenile Nonfiction,4.31
Best Friends,Shannon Hale,Description non disponible,2019-08-27,Juvenile Nonfiction,4.30
White Bird,R J Palacio,"From the bestselling author of Wonder comes the graphic novel White Bird: soon to be a major film starring Ariella Glaser, Orlando Schwerdt, Bryce Gheisar, Helen Mirren and Gillian Anderson. To the millions of readers who fell in love with R J Palacio's Wonder, Julian is best-known as Auggie Pullman's classroom bully. White Bird reveals a new side to Julian's story, as Julian discovers the moving and powerful tale of his grandmother, who was hidden from the Nazis as a young Jewish girl in occupied France during the Second World War. An unforgettable, unputdownable story about strength, courage and the power of kindness to change hearts, build bridges, and even save lives, from the globally bestselling author of Wonder. A full-colour graphic novel, brilliantly illustrated throughout by R. J. Palacio",2019-10-01,Young Adult Fiction,3.73
Sunny Rolls the Dice,Jennifer L. Holm,"From the award-winning duo of Jennifer and Matthew Holm comes the sequel to the bestselling Sunny Side Up -- full of heart, laughs, and adventure Too cool for school . . . or the least groovy girl in the grade? Sunny's just made it to middle school . . . and it's making her life very confusing. All her best friend Deb wants to talk about is fashion, boys, makeup, boys, and being cool. Sunny's not against any of these things, but she also doesn't understand why suddenly everything revolves around them. She's much more comfortable when she's in her basement, playing Dungeons & Dragons with a bunch of new friends. Because when you're swordfighting and spider-slaying, it's hard to worry about whether you look cool or not. Especially when it's your turn to roll the 20-sided die. Trying hard to be cool can make you feel really uncool . . . and it's much more fun to just have fun. Sunny's going to find her groove and her own kind of groovy, with plenty of laughs along the way.",2019,Juvenile Fiction,4.16
Stargazing,Jen Wang,"Stargazing is a heartwarming middle-grade graphic novel in the spirit of Real Friends and El Deafo, from New York Times bestselling author-illustrator Jen Wang. Moon is everything Christine isn't. She’s confident, impulsive, artistic . . . and though they both grew up in the same Chinese-American suburb, Moon is somehow unlike anyone Christine has ever known. But after Moon moves in next door, these unlikely friends are soon best friends, sharing their favorite music videos and painting their toenails when Christine's strict parents aren't around. Moon even tells Christine her deepest secret: that she has visions, sometimes, of celestial beings who speak to her from the stars. Who reassure her that earth isn't where she really belongs. Moon's visions have an all-too-earthly root, however, and soon Christine's best friend is in the hospital, fighting for her life. Can Christine be the friend Moon needs, now, when the sky is falling? Jen Wang draws on her childhood to paint a deeply personal yet wholly relatable friendship story that’s at turns joyful, heart-wrenching, and full of hope.",2019-09-10,Juvenile Fiction,3.72
Camp,Kayla Miller,"""Olive and Willow are happy campers! Or are they? Olive is sure she'll have the best time at summer camp with her friend Willow - but while Olive makes quick friends with the other campers, Willow struggles to form connections and latches on to the only person she knows - Olive. It's s'more than Olive can handle! The stress of being Willow's living security blanket begins to wear on Olive and before long ... the girls aren't just fighting, they may not even be friends by the time camp is over. Will the two be able to patch things up before the final lights out?""--Provided by publisher.",2019,Juvenile Fiction,4.15
Teen Titans: Raven,Kami Garcia,"When a tragic accident takes the life of seventeen-year-old Raven Roth's foster mom--and Raven's memory--she moves to New Orleans to live with her foster mother's family and finish her senior year of high school. Starting over isn't easy. Raven remembers how to solve math equations and make pasta, but she can't remember her favorite song or who she was before the accident. When strange things start happening--impossible things--Raven starts to think it might be better not to know who she was in her previous life. But as she grows closer to her foster sister, Max, her new friends, and Tommy Torres, a guy who accepts her for who she is now, Raven has to decide if she's ready to face what's buried in the past...and the darkness building inside her. From the #1 New York Times bestselling co-author of Beautiful Creatures Kami Garcia, and artist Gabriel Picolo, comes this first graphic novel in the Teen Titans series for DC Ink, Teen Titans: Raven.",2019-07-02,Comics & Graphic Novels,4.01
The House Next Door,James Patterson,Three chilling stories from the world's bestselling thriller writer The House Next Door (with Susan DiLallo): Married mother of four Laura Sherman was thrilled when her new neighbour invited her on some errands. But a few quick tasks became a long lunch – and now things could go too far with a man who isn't what he seems... The Killer's Wife (with Max DiLallo): Six girls have gone missing. Detective McGrath knows the only way to find them is to get close to the suspect's wife... maybe too close. The Witnesses (with Brendan DuBois): The Sanderson family has been forced into hiding after one of them stumbled upon a criminal plot. Or so they think. No one will answer their questions. And the terrifying truth may come too late...,2019-01-08,Fiction,3.50
Leopard's Wrath,Christine Feehan,"'The queen of paranormal romance . . . I love everything she does' J. R. WARD Discover a dizzying world of desire and an exotic, sensual race: the Leopard People. He's a man who's used to getting what he wants, but she's not the type of woman to take things lying down.... Born into a world of crime, Mitya Amurov has had a hard life, and his leopard has developed into a feral beast to protect him. It's constantly trying to claw its way to the surface, until a chance encounter with a stranger instantly calms the predator inside him. While Mitya wants Ania desperately, it's only a matter of time before his past catches up with him, and he'd rather die than put her in danger. But Ania is dealing with dangers of her own.... Considering her family's history, Ania Dover should know better than to get mixed up with a criminal like Mitya, but she just can't stay away. Something wild in her responds to his presence. A need so strong it scares her. But she's not sure she can accept what he's offering. Ania has always been an independent woman, and Mitya expects to be obeyed in all things. Even with her body calling out for his, Ania won't let anything stop her from settling a deadly score years in the making-not even the man who wants to claim her as his mate. Everyone's talking about the Leopard People series... '[A] dark and seductive paranormal romance series.' HeroesandHeartbreakers.com 'Heart-stopping action. Crazy sexy-time scenes. Tender emotions.' Harlequin Junkie 'Hot-blooded . . . intense and thrilling . . . you don't want to miss it!' Joyfully Reviewed 'With a Feehan novel you know you will get well-developed characters and...a dose of sizzling sexuality...an unbeatable mix.' RT Book Reviews",2019-11-05,Fiction,4.29
You Don't Own Me,"Mary Higgins Clark, Alafair Burke","The “Queen of Suspense” Mary Higgins Clark and Alafair Burke are here with their fifth enthralling mystery in the New York Times bestselling Under Suspicion series as television producer Laurie Moran must solve the murder of a celebrity doctor—before a mysterious stalker plots his next move. Television producer Laurie Moran recently became engaged to her investigative television show’s former host, Alex Buckley, and since then, the two have been happily planning a summer wedding, preparing for Alex’s confirmation to a federal judicial appointment, and searching for the perfect New York City home for their new life together. But then Laurie is approached by Robert and Cynthia Bell, parents of Dr. Martin Bell, a physician who was shot dead as he pulled into the driveway of his Greenwich Village carriage house five years ago. The Bells are sure that Martin’s disgraced and erratic wife, Kendra, carried out the murder. Determined to prove Kendra’s guilt and win custody over their grandchildren, they plead with Laurie to feature their son’s case on Under Suspicion, ensuring her that Kendra is willing to cooperate. As Laurie dives into the case, she learns that Martin wasn’t the picture-perfect husband, father, and doctor he appeared to be and was carrying secrets of his own. And what does the web of lies ensnaring the Bell family have to do with a dangerous stranger, who gazes at Laurie from afar and thinks, She is actually quite a lovely girl, I’m sure she’s going to be missed…? You Don’t Own Me is the perfect, exhilarating follow up to the bestselling Every Breath You Take. The “Queen of Suspense” Mary Higgins Clark and her dazzling partner-in-crime Alafair Burke have devised another riveting page-turner.",2019-10-29,Fiction,4.10
Doctor Sleep,Stephen King,"Now a major motion picture starring Ewan McGregor! From master storyteller Stephen King, his unforgettable and terrifying sequel to The Shining—an instant #1 New York Times bestseller that is “[a] vivid frightscape” (The New York Times). Years ago, the haunting of the Overlook Hotel nearly broke young Dan Torrance’s sanity, as his paranormal gift known as “the shining” opened a door straight into hell. And even though Dan is all grown up, the ghosts of the Overlook—and his father’s legacy of alcoholism and violence—kept him drifting aimlessly for most of his life. Now, Dan has finally found some order in the chaos by working in a local hospice, earning the nickname “Doctor Sleep” by secretly using his special abilities to comfort the dying and prepare them for the afterlife. But when he unexpectedly meets twelve-year-old Abra Stone—who possesses an even more powerful manifestation of the shining—the two find their lives in sudden jeopardy at the hands of the ageless and murderous nomadic tribe known as the True Knot, reigniting Dan’s own demons and summoning him to battle for this young girl’s soul and survival...",2019-09-24,Fiction,4.13
Never Tell,Lisa Gardner,"#1 New York Times bestseller Lisa Gardner returns with an unpredictable thriller that puts fan favorites D.D. Warren and Flora Dane on a shocking new case that begins with a vicious murder and gets darker from there. A man is dead, shot three times in his home office. But his computer has been shot twelve times, and when the cops arrive, his pregnant wife is holding the gun. D.D. Warren arrives on the scene and recognizes the woman--Evie Carter--from a case many years back. Evie's father was killed in a shooting that was ruled an accident. But for D.D., two coincidental murders is too many. Flora Dane sees the murder of Conrad Carter on the TV news and immediately knows his face. She remembers a night when she was still a victim--a hostage--and her captor knew this man. Overcome with guilt that she never tracked him down, Flora is now determined to learn the truth of Conrad's murder. But D.D. and Flora are about to discover that in this case the truth is a devilishly elusive thing. As layer by layer they peel away the half-truths and outright lies, they wonder: How many secrets can one family have?",2019-02-19,Fiction,4.12
Wyoming Heart,Diana Palmer,"True love is in store for one gruff cowboy in New York Times bestselling author Diana Palmer’s new Wyoming Men romance Cort Grier is no ordinary rancher. Despite his vast wealth, he still works the land with his own bare hands, unlike his troublesome new neighbor, Mina Michaels. Fiery, beautiful Mina infuriates and entrances Cort, awakening feelings he’d thought long buried. But he knows falling for a city girl can lead only to heartbreak… Bestselling author Mina hardly expects to meet a man like the ones in her novels. But roguishly handsome Cort is an alpha hero through and through, from his stubborn streak to the fierce way this rugged cowboy protects his heart. When one sizzling kiss leads to another, can Mina convince Cort to open his world to her—now and forever? Don't miss the latest in New York Times bestselling author Diana Palmer's Wyoming Men series, Wyoming Homecoming! Wyoming Men: Book 1: Wyoming Tough Book 2: Wyoming Fierce Book 3: Wyoming Bold Book 4: Wyoming Strong Book 5: Wyoming Rugged Book 6: Wyoming Brave Book 7: Wyoming Winter Book 8: Wyoming Legend Book 9: Wyoming Heart Book 10: Wyoming True Book 11: Wyoming Homecoming",2019-10-29,Fiction,3.95
Season of Love,Debbie Macomber,"Together for the first time in one volume, two classic inspirational holiday stories THANKSGIVING PRAYER Before Claudia Masters even meets Seth Lessinger, she knows there's something different about this man. Something special. And meeting him only confirms it. For his part, Seth immediately recognizes that Claudia is the woman for him--the woman he wants to marry and take back to Alaska. But Claudia is torn between Seth and her life in Seattle. How can she give up everything familiar, everything she's always worked for? Yet she can't bear the thought of losing this man she's come to love... Only when she acts with faith and hope will she find her true destiny. THE GIFT OF CHRISTMAS Jo Marie first meets Andrew, her dream man, in the crush of a Mardi Gras parade. But by Christmas, he's introduced to her as someone else's fiancé. Yet Jo Marie notices that Andrew and his intended don't always act like a loving couple. During one dance Jo Marie even finds herself in Andrew's arms, sharing a tender moment. Is she mistaken about their connection? Or can the spirit of the season bring Andrew and Jo Marie together at last?",2019-10-22,Christmas stories,3.42
The Wedding Guest,Jonathan Kellerman,"NEW YORK TIMES BESTSELLER • Psychologist Alex Delaware and detective Milo Sturgis unravel a shocking crime at a raucous wedding reception in this gripping psychological thriller from the bestselling master of suspense. “Jonathan Kellerman’s psychology skills and dark imagination are a potent literary mix.”—Los Angeles Times LAPD Lieutenant Milo Sturgis is a fine homicide detective, but when he needs to get into the mind of a killer, he leans on the expertise of his best friend, the brilliant psychologist Dr. Alex Delaware. While Sturgis has a knack for piecing together the details of a crime, Delaware can decipher the darkest intents driving the most vicious of perpetrators. And there’s no better place for the doctor’s analytical skills to shine than a rowdy hall full of young men and women intoxicated on life and lust . . . and suddenly faced with the specter of death. Summoned to a run-down former strip joint, Delaware and Sturgis find themselves crashing a wild Saints and Sinners–themed wedding reception. But they’re not the only uninvited guests. A horrified bridesmaid has discovered the body of a young woman, dressed to impress in pricey haute couture and accessorized with a grisly red slash around her neck. What’s missing is any means of identification, or a single partygoer who recognizes the victim. The baffled bride is convinced the stranger snuck in to sabotage her big day—and the groom is sure it’s all a dreadful mistake. But Delaware and Sturgis have a hundred guests to question, and a sneaking suspicion that the motive for murder is personal. Now they must separate the sinners from the saints, the true from the false, and the secrets from those keeping them. The party’s over—and the hunt for whoever killed it is on. “As usual, [Delaware and Sturgis] form a formidable team. Also as usual, the characters here are varied and described with gritty clarity, and the puzzle facing the duo involves a delightful mix of L.A. culture, this time from its dive bars to its much more serious side.”—Booklist",2019-02-05,Fiction,3.78
The Reckoning,John Grisham,"'I couldn't help thinking of Harper Lee's great American novel To Kill a Mockingbird while reading The Reckoning . . . [Grisham] knows how to spin a yarn' - Chicago Sun-Times 'May be his greatest work yet' - David Grann, New York Times bestselling author of Killers of the Flower Moon? Pete Banning was Clanton's favourite son, a returning war hero, the patriarch of a prominent family; a farmer, father, and a faithful member of the Methodist Church. Then one cool October morning in 1946, he rose early, drove into town, walked into the Church, and calmly shot and killed the Reverend Dexter Bell. As if the murder wasn't shocking enough, it was even more baffling that Pete's only statement about it - to the sheriff, to his defense attorney, to the judge, to his family and friends, and to the people of Clanton - was 'I have nothing to say'. What turned Pete from a pillar of the community into cold-hearted killer? And why won't he confide in anyone? All his closest family knows is that it must have been something devastating - and that the fallout will haunt them, and the town, for decades to come . . . Further praise for The Reckoning 'Beautifully constructed . . . weaves a truly magical spell' - Daily Mail 'In this saga of love and war, John Grisham has given us a sprawling and engrossing story about a southern family, a global conflict, and the kinds of secrets that can shape all of us. From the courtrooms and jails of rural Mississippi to the war-torn Pacific, Grisham spins a tale that is at once entertaining and illuminating' - Jon Meacham, New York Times bestselling author of The Soul of America 'John Grisham is the master of legal fiction, and his latest starts with a literal bang - and then travels backward through the horrors of war to explore what makes a hero, what makes a villain, and how thin the line between the two might be' - Jodi Picoult, internationally bestselling author of A Spark of Light and Small Great Things 'When a master of storytelling and suspense takes on one of the most wrenching stories in history, the result is a book that will break your heart, set your blood pumping and your mind racing, and leave you gasping for breath by the final page. I'm still trying to recover from The Reckoning' - Candice Millard, New York Times bestselling author of The River of Doubt and Destiny of the Republic 350+ million copies, 45 languages, 9 blockbuster films: NO ONE WRITES DRAMA LIKE JOHN GRISHAM",2019-06-25,Fiction,3.9
The Librarian of Auschwitz,Antonio Iturbe,"For readers of The Tattooist of Auschwitz and The Choice: this is the story of the smallest library in the world – and the most dangerous. 'It wasn’t an extensive library. In fact, it consisted of eight books and some of them were in poor condition. But they were books. In this incredibly dark place, they were a reminder of less sombre times, when words rang out more loudly than machine guns...’ Fourteen-year-old Dita is one of the many imprisoned by the Nazis at Auschwitz. Taken, along with her mother and father, from the Terezín ghetto in Prague, Dita is adjusting to the constant terror that is life in the camp. When Jewish leader Freddy Hirsch asks Dita to take charge of the eight precious books the prisoners have managed to smuggle past the guards, she agrees. And so Dita becomes the secret librarian of Auschwitz, responsible for the safekeeping of the small collection of titles, as well as the ‘living books’ - prisoners of Auschwitz who know certain books so well, they too can be ‘borrowed’ to educate the children in the camp. But books are extremely dangerous. They make people think. And nowhere are they more dangerous than in Block 31 of Auschwitz, the children’s block, where the slightest transgression can result in execution, no matter how young the transgressor... The Sunday Times bestseller for readers of The Boy in the Striped Pyjamas, The Tattooist of Auschwitz and The Choice. Based on the incredible and moving true story of Dita Kraus, holocaust survivor and secret librarian for the children's block in Auschwitz.",2019-04-04,Fiction,4.38
