title,authors,description,published_date,categories,goodreads_rating
All the Light We Cannot See,Anthony Doerr,"*COMING IN NOVEMBER AS A NETFLIX LIMITED SERIES—from producer and director Shawn Levy (Stranger Things) starring Mark Ruffalo, Hugh Laurie, and newcomer Aria Mia Loberti* Winner of the Pulitzer Prize and National Book Award finalist, the beloved instant New York Times bestseller and New York Times Book Review Top 10 Book about a blind French girl and a German boy whose paths collide in occupied France as both try to survive the devastation of World War II. Marie-Laure lives with her father in Paris near the Museum of Natural History where he works as the master of its thousands of locks. When she is six, Marie-Laure goes blind and her father builds a perfect miniature of their neighborhood so she can memorize it by touch and navigate her way home. When she is twelve, the Nazis occupy Paris, and father and daughter flee to the walled citadel of Saint-Malo, where Marie-Laure’s reclusive great uncle lives in a tall house by the sea. With them they carry what might be the museum’s most valuable and dangerous jewel. In a mining town in Germany, the orphan Werner grows up with his younger sister, enchanted by a crude radio they find. Werner becomes an expert at building and fixing these crucial new instruments, a talent that wins him a place at a brutal academy for Hitler Youth, then a special assignment to track the Resistance. More and more aware of the human cost of his intelligence, Werner travels through the heart of the war and, finally, into Saint-Malo, where his story and Marie-Laure’s converge. Doerr’s “stunning sense of physical detail and gorgeous metaphors” (San Francisco Chronicle) are dazzling. Deftly interweaving the lives of Marie-Laure and Werner, he illuminates the ways, against all odds, people try to be good to one another. Ten years in the writing, All the Light We Cannot See is a magnificent, deeply moving novel from a writer “whose sentences never fail to thrill” (Los Angeles Times).",2023-10-03,Fiction,4.05
Dirty Thirty,Janet Evanovich,The latest title in #1 New York Times bestselling author Janet Evanovich's popular Stephanie Plum series.,2023-10-31,Fiction,4.23
None of This Is True,Lisa Jewell,"INSTANT NEW YORK TIMES BESTSELLER From the #1 New York Times bestselling author known for her “superb pacing, twisted characters, and captivating prose” (BuzzFeed), Lisa Jewell returns with a scintillating new psychological thriller about a woman who finds herself the subject of her own popular true crime podcast. Celebrating her forty-fifth birthday at her local pub, popular podcaster Alix Summer crosses paths with an unassuming woman called Josie Fair. Josie, it turns out, is also celebrating her forty-fifth birthday. They are, in fact, birthday twins. A few days later, Alix and Josie bump into each other again, this time outside Alix’s children’s school. Josie has been listening to Alix’s podcasts and thinks she might be an interesting subject for her series. She is, she tells Alix, on the cusp of great changes in her life. Josie’s life appears to be strange and complicated, and although Alix finds her unsettling, she can’t quite resist the temptation to keep making the podcast. Slowly she starts to realize that Josie has been hiding some very dark secrets, and before she knows it, Josie has inveigled her way into Alix’s life—and into her home. But, as quickly as she arrived, Josie disappears. Only then does Alix discover that Josie has left a terrible and terrifying legacy in her wake, and that Alix has become the subject of her own true crime podcast, with her life and her family’s lives under mortal threat. Who is Josie Fair? And what has she done?",2023-08-08,Fiction,4.00
The Edge,David Baldacci,"The 6:20 Man is back, dropped by his handlers into a small coastal town in Maine to solve the murder of a CIA agent who knew America’s dirtiest secrets—can Travis Devine uncover the truth before his time runs out? When CIA operative Jenny Silkwell is murdered in rural Maine, government officials have immediate concerns over national security. Her laptop and phone were full of state secrets that, in the wrong hands, endanger the lives of countless operatives. In need of someone who can solve the murder quickly and retrieve the missing information, the U.S. government knows just the chameleon they can call on. Ex-Army Ranger Travis Devine spent his time in the military preparing to take on any scenario, followed by his short-lived business career chasing shadows in the deepest halls of power, so his analytical mind makes him particularly well-suited for complex, high-stakes tasks. Taking down the world’s largest financial conspiracy proved his value, and in comparison, this case looks straightforward. Except small towns hold secrets and Devine finds himself an outsider again. Devine must ingratiate himself with locals who have trusted each other their whole lives, and who distrust outsiders just as much. Dak, Jenny’s brother, who’s working to revitalize the town. Earl, the retired lobsterman who found Jenny’s body. And Alex, Jenny’s sister with a dark past of her own. As Devine gets to know the residents of Putnam, Maine, answers seem to appear and then transform into more questions. There’s a long history of secrets and those who will stop at nothing to keep them from being exposed. Leaving Devine with no idea who he can trust... and who wants him dead.",2023-11-14,Fiction,4.37
The Covenant of Water,Abraham Verghese,"OPRAH'S BOOK CLUB PICK INSTANT NEW YORK TIMES BESTSELLER SUBJECT OF A SIX-PART SUPER SOUL PODCAST SERIES HOSTED BY OPRAH WINFREY ONE OF BARACK OBAMA'S BEST BOOKS OF 2023 'One of the best books I've read in my entire life. It's epic. It's transportive . . . It was unputdownable!' Oprah Winfrey, OprahDaily.com Spanning the years 1900 to 1977, The Covenant of Water follows a family in southern India that suffers a peculiar affliction: in every generation, at least one person dies by drowning - and in Kerala, water is everywhere. At the turn of the century a twelve-year-old girl, grieving the death of her father, is sent by boat to her wedding, where she will meet her forty-year-old husband for the first time. From this poignant beginning, the young girl and future matriarch - known as Big Ammachi - will witness unthinkable changes at home and at large over the span of her extraordinary life, full of the joys and trials of love and the struggles of hardship. A shimmering evocation of a lost India and of the passage of time itself, The Covenant of Water is a hymn to progress in medicine and to human understanding, and a humbling testament to the hardships undergone by past generations for the sake of those alive today. Imbued with humour, deep emotion and the essence of life, it is one of the most masterful literary novels published in recent years.",2023-05-18,Fiction,4.06
The Narrow Road Between Desires,Patrick Rothfuss,"An instant New York Times, USA Today and Indie Bestseller! #1 New York Times-bestselling phenomenon Patrick Rothfuss returns to the wildly popular Kingkiller Chronicle universe with a stunning reimagining of ""The Lightning Tree."" Expanded to twice its previous length and lavishly illustrated by Nate Taylor, this touching stand-alone story is sure to please new readers and veteran Rothfuss fans alike. Bast knows how to bargain. The give-and-take of a negotiation is as familiar to him as the in-and-out of breathing; to watch him trade is to watch an artist at work. But even a master's brush can slip. When he accepts a gift, taking something for nothing, Bast's whole world is knocked askew, for he knows how to bargain—but not how to owe. From dawn to midnight over the course of a single day, follow the Kingkiller Chronicle's most charming fae as he schemes and sneaks, dancing into trouble and back out again with uncanny grace. The Narrow Road Between Desires is Bast's story. In it he traces the old ways of making and breaking, following his heart even when doing so goes against his better judgement. After all, what good is caution if it keeps him from danger and delight?",2023-11-14,Fiction,4.06
The Woman in Me,Britney Spears,"#1 New York Times Bestseller Winner of the 2023 Goodreads Choice Award for Best Memoir & Autobiography Named a Best Book of 2023 by ELLE, The Washington Post, Vulture, NPR, The New Statesmen (UK), The New Yorker, and more! “In Britney Spears’s memoir, she’s stronger than ever.” —The New York Times The Woman in Me is a brave and astonishingly moving story about freedom, fame, motherhood, survival, faith, and hope. In June 2021, the whole world was listening as Britney Spears spoke in open court. The impact of sharing her voice—her truth—was undeniable, and it changed the course of her life and the lives of countless others. The Woman in Me reveals for the first time her incredible journey—and the strength at the core of one of the greatest performers in pop music history. Written with remarkable candor and humor, Spears’s groundbreaking book illuminates the enduring power of music and love—and the importance of a woman telling her own story, on her own terms, at last.",2023-10-24,Biography & Autobiography,3.86
Killers of the Flower Moon,David Grann,"1921. Les guerres indiennes sont loin. Leurs survivants ont, pour la plupart, été parqués dans des réserves où ils végètent, misérables, abandonnés à leur sort. Une exception à cette règle : le peuple osage. Il s’est vu attribuer un territoire minéral aux confins de l’Oklahoma. Or ces rochers recouvrent le plus grand gisement de pétrole des États-Unis. Les Osages sont millionnaires, roulent en voitures haut de gamme, envoient leurs enfants dans les plus prestigieuses universités et se font servir par des domestiques blancs. Un jour, deux membres de la tribu disparaissent. Un corps est retrouvé, une balle dans la tête. Puis une femme meurt empoisonnée. Et une autre. Plus tard, une maison explose. Qui commet ces assassinats ? Qui a intérêt à terroriser les riches Osages ? Les premières enquêtes, locales, sont bâclées ; elles piétinent. C’est pourquoi, après une nouvelle série noire, ce dossier brûlant est confié au BOI (Bureau of Investigation, qui deviendra le FBI en 1935). À sa tête, un très jeune homme. Son nom est Edgar J. Hoover. Il veut deux choses. La première : faire toute la lumière sur cette sombre affaire, et il s’en donne les moyens – enquêteurs hors pair, méthodes rigoureuses de police scientifique, mise en fiche de la moindre information. La seconde : le pouvoir. Surtout le pouvoir.",2023-10-05T00:00:00+02:00,Literary Collections,4.38
Prequel,Rachel Maddow,"#1 NEW YORK TIMES BESTSELLER • Rachel Maddow traces the fight to preserve American democracy back to World War II, when a handful of committed public servants and brave private citizens thwarted far-right plotters trying to steer our nation toward an alliance with the Nazis. “A ripping read—well rendered, fast-paced and delivered with the same punch and assurance that she brings to a broadcast. . . . The parallels to the present day are strong, even startling.”—The New York Times (Editors’ Choice) Inspired by her research for the hit podcast Ultra, Rachel Maddow charts the rise of a wild American strain of authoritarianism that has been alive on the far-right edge of our politics for the better part of a century. Before and even after our troops had begun fighting abroad in World War II, a clandestine network flooded the country with disinformation aimed at sapping the strength of the U.S. war effort and persuading Americans that our natural alliance was with the Axis, not against it. It was a sophisticated and shockingly well-funded campaign to undermine democratic institutions, promote antisemitism, and destroy citizens’ confidence in their elected leaders, with the ultimate goal of overthrowing the U.S. government and installing authoritarian rule. That effort worked—tongue and groove—alongside an ultra-right paramilitary movement that stockpiled bombs and weapons and trained for mass murder and violent insurrection. At the same time, a handful of extraordinary activists and journalists were tracking the scheme, exposing it even as it was unfolding. In 1941 the U.S. Department of Justice finally made a frontal attack, identifying the key plotters, finding their backers, and prosecuting dozens in federal court. None of it went as planned. While the scheme has been remembered in history—if at all—as the work of fringe players, in reality it involved a large number of some of the country’s most influential elected officials. Their interference in law enforcement efforts against the plot is a dark story of the rule of law bending and then breaking under the weight of political intimidation. That failure of the legal system had consequences. The tentacles of that unslain beast have reached forward into our history for decades. But the heroic efforts of the activists, journalists, prosecutors, and regular citizens who sought to expose the insurrectionists also make for a deeply resonant, deeply relevant tale in our own disquieting times.",2023-10-17,Political Science,3.50
Outlive,"Peter Attia, Bill Gifford","- THE INSTANT SUNDAY TIMES AND NEW YORK TIMES BESTSELLER, AND OVER 1 MILLION COPIES SOLD GLOBALLY - This is the ultimate manual for living better and longer. For all its successes, mainstream medicine has failed to make much progress against the diseases of ageing that kill most people: heart disease, cancer, Alzheimer's disease, and type 2 diabetes. Too often, it intervenes with treatments too late, prolonging lifespan at the expense of quality of life. Dr Peter Attia, the world's top longevity expert who is featured on Chris Hemsworth's National Geographic documentary LIMITLESS, believes we must replace this outdated framework with a personalised, proactive strategy for longevity. This isn't 'biohacking,' it's science: a well-founded strategic approach to extending lifespan while improving our physical, cognitive and emotional health, making each decade better than the one before. With Outlive's practical advice and roadmap, you can plot a different path for your life, one that lets you outlive your genes to make each decade better than the one before. In the Daily Mail's 'TOP READS OF 2023: Books that will help you feel better for longer' 'One of the most important books you'll ever read.' - Steven D. Levitt, New York Times bestselling author of Freakonomics 'Highlighters at the ready. This is jam packed with things you will wish you had known before. I devoured the audiobook and instantly bought a hard copy to keep on my desk' - Dr Julie Smith, bestselling author of Why Has Nobody Told Me This Before",2023-03-28,Health & Fitness,3.84
Worthy,Jada Pinkett Smith,"A gripping, painfully honest, and ultimately inspirational memoir from global superstar and creator of the Red Table Talk series Jada Pinkett Smith.",2023-10-17,Biography & Autobiography,3.73
Tired of Winning,Jonathan Karl,"THE INSTANT NEW YORK TIMES BESTSELLER ""The most important thing that has been written to date about what is in front of the American people in the next presidential election."" —Nicolle Wallace An extraordinary view into the politics of our times, Tired of Winning explores how Donald Trump remade the Republican Party in his own image—and the wreckage he’s left in his wake. Packed with new reporting, Tired of Winning: Donald Trump and the End of the Grand Old Party tracks Trump’s improbable journey from disgraced and defeated former president to the dominant force, yet again, in the Republican Party. From his exile in Mar-a-Lago, Donald Trump has become more extreme, vengeful, and divorced from reality than he was on January 6, 2021. His meddling damaged the GOP’s electoral prospects for third consecutive election in 2022. His legal troubles are mounting. Yet he re-emerged as the frontrunner for the 2024 Republican presidential nomination. Jonathan Karl has known Donald Trump since his days as a New York Post reporter in the 1990s, and he covered every day of Trump’s administration as ABC News’s chief White House correspondent. No one is in a better position to detail the former president’s quest for retribution and provide a glimpse at what the GOP would be signing up for if it once again chooses him as its standard bearer. In 1964, Ronald Reagan told Americans it was “a time for choosing.” Sixty years later, Republicans have their own choice to make: Are they tired of winning?",2023-11-14,Political Science,3.8
Being Henry,Henry Winkler,"From Emmy-award winning actor, author, comedian, producer, and director Henry Winkler, a deeply thoughtful memoir of the lifelong effects of stardom and the struggle to become whole. Henry Winkler, launched into prominence as “The Fonz” in the beloved Happy Days, has transcended the role that made him who he is. Brilliant, funny, and widely-regarded as the nicest man in Hollywood (though he would be the first to tell you that it’s simply not the case, he’s really just grateful to be here), Henry shares in this achingly vulnerable memoir the disheartening truth of his childhood, the difficulties of a life with severe dyslexia, the pressures of a role that takes on a life of its own, and the path forward once your wildest dream seems behind you. Since the glorious era of Happy Days fame, Henry has endeared himself to a new generation with roles in such adored shows as Arrested Development, Parks and Recreation, and Barry, where he’s been revealed as an actor with immense depth and pathos, a departure from the period of his life when he was so distinctly typecast as The Fonz, he could hardly find work. Filled with profound heart, charm, and self-deprecating humor, Being Henry is a memoir about so much more than a life in Hollywood and the curse of stardom. It is a meaningful testament to the power of sharing truth and kindness and of finding fulfillment within yourself.",2023-10-31,Biography & Autobiography,3.85
If You Would Have Told Me,John Stamos,"""A celebrity memoir with real sticking power, this is a moving and inspirational story of the unexpected twists life can take, and the people who take those twists with you. Only it's all told by John Stamos, which makes it even better.""--Publisher's description.",2023-10-24,Biography & Autobiography,3.79
Counting the Cost,Jill Duggar,"INSTANT NEW YORK TIMES BESTSELLER For the first time, discover the unedited truth about the Duggars, the traditional Christian family that captivated the nation on TLC’s hit show 19 Kids and Counting. Jill Duggar and her husband Derick are finally ready to share their story, revealing the secrets, manipulation, and intimidation behind the show that remained hidden from their fans. Jill and Derick knew a normal life wasn’t possible for them. As a star on the popular TLC reality show 19 Kids and Counting, Jill grew up in front of viewers who were fascinated by her family’s way of life. She was the responsible, second daughter of Jim Bob and Michelle’s nineteen kids; always with a baby on her hip and happy to wear the modest ankle-length dresses with throat-high necklines. She didn’t protest the strict model of patriarchy that her family followed, which declares that men are superior, that women are expected to be wives and mothers and are discouraged from attaining a higher education, and that parental authority over their children continues well into adulthood, even once they are married. But as Jill got older, married Derick, and they embarked on their own lives, the red flags became too obvious to ignore. For as long as they could, Jill and Derick tried to be obedient family members—they weren’t willing to rock the boat. But now they’re raising a family of their own, and they’re done with the secrets. Thanks to time, tears, therapy, and blessings from God, they have the strength to share their journey. Theirs is a remarkable story of the power of the truth and is a moving example of how to find healing through honesty.",2023-09-12,Biography & Autobiography,3.77
Elon Musk,Walter Isaacson,"#1 New York Times non-fiction bestseller #2 Sunday Times non-fiction bestseller SHORTLISTED FOR THE FINANCIAL TIMES BUSINESS BOOK OF THE YEAR AWARD CHOSEN AS A BOOK OF THE YEAR BY APPLE, AMAZON, THE TIMES AND FINANCIAL TIMES Epic feats. Epic failures. An epic story. Walter Isaacson charts Elon Musk’s journey from humble beginnings to one of the wealthiest people on the planet – but is Musk a genius or a jerk? From the author of Steve Jobs and other bestselling biographies, this is the astonishingly intimate story of Elon Musk, the most fascinating and controversial innovator of our era – a rule-breaking visionary who helped to lead the world into the era of electric vehicles, private space exploration and artificial intelligence. Oh, and took over Twitter. When Elon Musk was a kid in South Africa, he was regularly beaten by bullies. One day a group pushed him down some concrete steps and kicked him until his face was a swollen ball of flesh. He was in the hospital for a week. But the physical scars were minor compared to the emotional ones inflicted by his father, an engineer, rogue and charismatic fantasist. His father’s impact on his psyche would linger. He developed into a tough yet vulnerable man-child with an exceedingly high tolerance for risk, a craving for drama, an epic sense of mission, and a maniacal intensity that was callous and at times destructive. At the beginning of 2022 – after a year marked by SpaceX launching thirty-one rockets into orbit, Tesla selling a million cars, and him becoming the richest man on earth – Musk spoke ruefully about his compulsion to stir up dramas. ‘I need to shift my mindset away from being in crisis mode, which it has been for about fourteen years now, or arguably most of my life,’ he said. It was a wistful comment, not a New Year’s resolution. Even as he said it, he was secretly buying up shares of Twitter, the world’s ultimate playground. Over the years, whenever he was in a dark place, his mind went back to being bullied on the playground. Now he had the chance to own the playground. For two years, Walter Isaacson had unprecedented access. He shadowed Musk, attended his meetings, walked his factories with him and spent hours interviewing him, his family, friends, coworkers and adversaries. The result is the revealing inside story, filled with amazing tales of triumphs and turmoil, that addresses the question: are the demons that drive Musk also what it takes to drive innovation and progress? The book includes over 100 integrated black and white images.",2023-09-12,Biography & Autobiography,4.14
Hidden Potential,Adam Grant,"#1 New York Times Bestseller “This brilliant book will shatter your assumptions about what it takes to improve and succeed. I wish I could go back in time and gift it to my younger self. It would’ve helped me find a more joyful path to progress.” —Serena Williams, 23-time Grand Slam singles tennis champion The #1 New York Times bestselling author of Think Again illuminates how we can elevate ourselves and others to unexpected heights. We live in a world that’s obsessed with talent. We celebrate gifted students in school, natural athletes in sports, and child prodigies in music. But admiring people who start out with innate advantages leads us to overlook the distance we ourselves can travel. We underestimate the range of skills that we can learn and how good we can become. We can all improve at improving. And when opportunity doesn’t knock, there are ways to build a door. Hidden Potential offers a new framework for raising aspirations and exceeding expectations. Adam Grant weaves together groundbreaking evidence, surprising insights, and vivid storytelling that takes us from the classroom to the boardroom, the playground to the Olympics, and underground to outer space. He shows that progress depends less on how hard you work than how well you learn. Growth is not about the genius you possess—it’s about the character you develop. Grant explores how to build the character skills and motivational structures to realize our own potential, and how to design systems that create opportunities for those who have been underrated and overlooked. Many writers have chronicled the habits of superstars who accomplish great things. This book reveals how anyone can rise to achieve greater things. The true measure of your potential is not the height of the peak you’ve reached, but how far you’ve climbed to get there.",2023-10-24,Business & Economics,3.86
Be Useful,Arnold Schwarzenegger,Description non disponible,2023-10-10,Biography & Autobiography,3.87
The Creative Act,Rick Rubin,"From the legendary music producer, a master at helping people connect with the wellsprings of their creativity, comes a beautifully crafted book many years in the making that offers that same deep wisdom to all of us.",2023-01-17,Philosophy,3.00
Build the Life You Want,"Oprah Winfrey, Arthur C Brooks","You can get happier. And getting there will be the adventure of a lifetime. In Build the Life You Want, Harvard Professor Arthur C. Brooks and Oprah Winfrey invite you to begin a journey toward greater happiness, no matter how challenging your circumstances. Combining their decades of experience studying happiness from every angle, they show you how to improve your life right now - instead of waiting for the outside world to change. You will learn how to: - Manage your emotions so they no longer control your outlook and behaviour - Turn life's inevitable difficulties and challenges into opportunities for growth - Strengthen your family ties by managing your expectations and building trust - Create and preserve deep and lasting friendships at any age - Develop an approach to work that fits your life and brings satisfaction - Find your inner peace with a spiritual practice Build the Life You Want introduces you to the cutting-edge science that can change your life, in understandable terms and with actionable strategies. Along the way, Arthur and Oprah share hard-earned wisdom from their own lives and careers. In every page, your happiness skills will grow, and you will learn amazing information you can't wait to share with others. Build the Life You Want is your blueprint for a better life.",2023-09-12,Self-Help,3.67
Going Infinite,Michael Lewis,"*INSTANT SUNDAY TIMES BESTSELLER* *NO. 1 NEW YORK TIMES BESTSELLER* ‘Extraordinary’ The Observer ‘A stupefyingly pleasurable book to read’ New Yorker ‘Lewis’s storytelling is as good as ever’ The Economist From the #1 bestselling author of The Big Short and Flash Boys, the high-octane story of the enigmatic figure at the heart of one of the 21st century's most spectacular financial collapses 'I asked him how much it would take for him to sell FTX and go do something other than make money. He thought the question over. ""One hundred and fifty billion dollars,"" he finally said-though he added that he had use for ""infinity dollars""...' Sam Bankman-Fried wasn't just rich. Before he turned thirty he'd become the world's youngest billionaire, making a record fortune in the crypto frenzy. CEOs, celebrities and world leaders vied for his time. At one point he considered paying off the entire national debt of the Bahamas so he could take his business there. Then it all fell apart. Who was this Gatsby of the crypto world, a rumpled guy in cargo shorts, whose eyes twitched across TV interviews as he played video games on the side, who even his million-dollar investors still found a mystery? What gave him such an extraordinary ability to make money - and how did his empire collapse so spectacularly? Michael Lewis was there when it happened, having got to know Bankman-Fried during his epic rise. In Going Infinite he tells us a story like no other, taking us through the mind-bending trajectory of a character who never liked the rules and was allowed to live by his own. Both psychological portrait of a preternaturally gifted 'thinking machine', and wild financial roller-coaster ride, this is a twenty-first-century epic of high-frequency trading and even higher stakes, of crypto mania and insane amounts of money, of hubris and downfall. No one could tell it better.",2023-10-03,Biography & Autobiography,3.86
The Fund,Rob Copeland,"The unauthorized, unvarnished story of famed Wall Street hedge-fund manager Ray Dalio. When Ray Dalio, billionaire founder of Bridgewater Associates, the world’s largest hedge fund, announced in October 2022 that he was stepping down from the company he founded 47 years ago, the news made headlines around the world. Dalio achieved worldwide fame thanks to a mystique of success cultivated in frequent media appearances, celebrity hobnobbing, and his bestselling book, Principles. In The Fund, Rob Copeland draws on hundreds of interviews with those inside and around the firm to reveal what really goes on with Dalio and his cohorts behind closed doors. Tracing more than fifty years of Dalio’s leadership, The Fund peels back the curtain to reveal a rarified world of wealth and power, where former FBI director Jim Comey kisses Dalio’s ring, recent Pennsylvania Senate candidate David McCormick sells out, and countless Bridgewater acolytes describe what it’s like to work at this fascinating firm. Dalio has stepped down from Bridgewater before; will the legacy of his Principles continue to chart the course of the firm? The Fund provides unique insight into the story of Dalio and Bridgewater, past, present and future.",2023-11-07,Biography & Autobiography,3.00
Same as Ever,Morgan Housel,"""Timeless lessons about the things that stay the same in a world that never stops changing""--",2023,Self-Help,4.18
Cat Kid Comic Club: Influencers: A Graphic Novel (Cat Kid Comic Club #5): From the Creator of Dog Man,Dav Pilkey,"The newest graphic novel in the #1 bestselling series by Dav Pilkey, the author and illustrator of Dog Man! The Cat Kid Comic Club is in crisis! After learning that one of their comics will be published, the baby frogs are filled with anxiety and doubt. How will they get their creative groove back? Will Naomi or Melvin emerge as a leader? Will Flippy convince them to finally straighten up and fly right? The story is hysterical, thought-provoking, and full of action-packed mini-comics: ""Frogzilla vs. Mechafrogzilla,"" ""I Am Dr. Fredric Wertham,"" ""Two Birds,"" and ""RoboChubbs."" Bestselling author-illustrator Dav Pilkey shows the reader that the best way to influence people is to be open, gentle, and kind. The variety of art styles, paired with Pilkey's trademark storytelling and humor, inspires imagination and innovation for readers of all ages. For more hilarity and heart, dive into the newest graphic novel in the Dog Man series: Dog Man: Twenty Thousand Fleas Under the Sea. And don't forget the series that started it all: Captain Underpants! A new edition of The Adventures of Captain Underpants includes a brand new Dog Man comic!",2023-11-28,Juvenile Fiction,4.59
The Bad Guys in Look Who's Talking (The Bad Guys #18),Aaron Blabey,"Now a major motion picture! ""I wish I'd had these books as a kid. Hilarious!"" -- Dav Pilkey, creator of Captain Underpants and Dog Man They may look like Bad Guys, but these wannabe heroes are doing good deeds... whether you like it or not in this New York Times bestselling illustrated series. Forget what you know. This book changes everything. Someone’s found her voice and she has A LOT to tell you. Take a deep breath, hermano, it’s the 18th installment of THE BAD GUYS!",2023-11-07,Juvenile Fiction,4.25
Dog Man 11,Dav Pilkey,"DOG MAN IS BACK! The highly anticipated new graphic novel in the #1 worldwide bestselling Dog Man series starring everyone's favorite canine superhero by award-winning author and illustrator Dav Pilkey is coming March 28, 2023! Piggy is back, and his newest plot is his most diabolical yet. Dog Man and the rest of your favorite characters must join together in this heroic and hilarious, ALL NEW adventure. WHAT new villains are on the horizon? WHERE are they all coming from? And WHO will step forward to save the city when scoundrels sabotage our Supa Buddies? Find out in DOG MAN #11 -- there's so much more than ever before -- it's EPIC!",2023-03-28,Juvenile Fiction,4.47
Stacey's Mistake: A Graphic Novel (The Baby-Sitters Club #14),Ann M. Martin,"A brand-new Baby-sitters Club graphic novel adapted by National Book Award longlister and Eisner-nominated cartoonist Ellen T. Crenshaw! Stacey is so excited! Her friends from The Baby-sitters Club are coming to New York City for a long weekend. It's going to be perfect -- a party and a sleepover on Friday night, a big baby-sitting job on Saturday, and lots of sightseeing throughout. But it turns out that the baby-sitters are way out of place in the big city. Mary Anne sounds like a walking guidebook, Dawn is afraid of everything, Kristy can't keep her mouth shut, Claudia is jealous of Laine -- Stacey's New York best friend -- and Mallory and Jessi feel intimidated by Stacey's classmates. With ten kids to baby-sit and a full schedule of activities, how will Stacey keep the weekend from becoming a complete disaster?",2023-10-03,Juvenile Fiction,4.15
"Jujutsu Kaisen, Vol. 21",Gege Akutami,"Hakari and Panda head for Tokyo No. 2 Colony in search of Kashimo. When they enter, they get separated, and Hakari faces Charles, a culling game player and wannabe manga creator! Meanwhile, Panda encounters Kashimo and finds himself overwhelmed by their difference in strength! -- VIZ Media",2023-11-21,Comics & Graphic Novels,5.00
The Mysteries,Bill Watterson,"From Bill Watterson, bestselling creator of the beloved comic strip Calvin and Hobbes, and John Kascht, one of America's most renowned caricaturists, comes a mysterious and beautifully illustrated fable about what lies beyond human understanding. In a fable for grown-ups by cartoonist Bill Watterson, a long-ago kingdom is afflicted with unexplainable calamities. Hoping to end the torment, the king dispatches his knights to discover the source of the mysterious events. Years later, a single battered knight returns. For the book's illustrations, Watterson and caricaturist John Kascht worked together for several years in unusually close collaboration. Both artists abandoned their past ways of working, inventing images together that neither could anticipate--a mysterious process in its own right.",2023-10-10,Catégorie non disponible,3.76
"Chainsaw Man, Vol. 12",Tatsuki Fujimoto,"Broke young man + chainsaw demon = Chainsaw Man! Denji was a small-time devil hunter just trying to survive in a harsh world. After being killed on a job, he is revived by his pet devil Pochita and becomes something new and dangerous—Chainsaw Man! Return to the world of Chainsaw Man and meet awkward high school student Asa Mitaka. She may have trouble getting along with her fellow students and the class pet devil chicken, but Asa has something special going for her. And it may lead her right to Chainsaw Man!",2023-10-03,Comics & Graphic Novels,4.33
Keeper of the Lost Cities The Graphic Novel Part 1,Shannon Messenger,"The first book in the New York Times and USA TODAY bestselling Keeper of the Lost Cities series is being reimagined as a graphic novel with the first half of the epic novel adapted to this new format with beautiful artwork! Twelve-year-old Sophie Foster has never quite fit into her life. She’s skipped multiple grades and doesn’t really connect with the older kids at school, but she’s not comfortable with her family, either. The reason? Sophie’s a Telepath, someone who can read minds. No one knows her secret—at least, that’s what she thinks… But the day Sophie meets Fitz, a mysterious (and adorable) boy, she learns she’s not alone. He’s a Telepath too, and it turns out the reason she has never felt at home is that, well…she isn’t. Fitz opens Sophie’s eyes to a shocking truth, and she is forced to leave behind her family for a new life in a place that is vastly different from what she has ever known. This stunning graphic novel retelling of the first half of the thrilling first novel comes to life with all the adventure and epic worldbuilding the Keeper of the Lost Cities series is known for.",2023-11-07,Juvenile Fiction,4.12
Five Nights at Freddy's: Fazbear Frights Graphic Novel Collection Vol. 3 (Five Nights at Freddy’s Graphic Novel #3),"Scott Cawthon, Andrea Waggener, Kelly Parra","The New York Times bestselling series is now a graphic novel series! Five Nights at Freddy's fans won't want to miss this pulse-pounding collection of three novella-length comic stories that will keep even the bravest player up at night . . . Pete lashes out at his younger brother in the wake of his parents' divorce, falling prey to a gruesome curse. Years of frustration with his family culminate in a loathsome vacation for Bob, who plots a sinister prank to frighten his wife and kids. And, forever desperate to prove his worth to his arrogant brother and distant father, Toby chases victory at an arcade game with horrifying consequences. In the world of Five Nights at Freddy's, there’s always an enormous price for tempting fate. In this volume, three stories from the New York Times bestselling series Five Nights at Freddy's: Fazbear Frights come to life in delightfully horrifying comics. Readers beware: This collection of terrifying tales is enough to unsettle even the most hardened Five Nights at Freddy's fans...",2023-09-05,Young Adult Fiction,3.72
InvestiGators: All Tide Up,John Patrick Green,"New York Times bestsellers and sewer surfing super-sleuths Mango & Brash are back in the seventh volume of the smash hit InvestiGators series! Unsinkable detectives Mango and Brash are back in InvestiGators: All Tide Up, a high seas adventure that takes the hit series by John Patrick Green to uncharted waters! When a cruise captain is found drifting at sea and delirious, the search begins for his missing ship and passengers! Did it sink? Was it boat-napped? Are supernatural forces at play? And can the InvestiGators unravel this maritime mystery before a second cruise befalls a similarly unfathomable fate? Seas the day and find out in this new nautical adventure!",2023-09-26,Juvenile Fiction,4.44
"Spy x Family, Vol. 10",Tatsuya Endo,"An action-packed comedy about a fake family that includes a spy, an assassin and a telepath! Master spy Twilight is unparalleled when it comes to going undercover on dangerous missions for the betterment of the world. But when he receives the ultimate assignment—to get married and have a kid—he may finally be in over his head! As a child, [REDACTED] lived an unremarkable life with his parents, playing war games with his friends and quarreling with his father. It never occurred to young [REDACTED] that the life he’d taken for granted might one day end…",2023-10-17,Comics & Graphic Novels,4.49
