title,authors,description,average_rating,published_date,categories
Immortal Dark,Tigest Girma,"'Entirely irresistible ... You won't be able to look away' Chloe Gong, No.1 New York Times bestselling author of These Violent Delights 'A completely original, deliciously dark take on vampires' Sarah Underwood, New York Times bestselling author of Lies We Sing to the Sea 'A deliciously dark story teeming with morally grey characters you can't help but root for' Gabi Burton, author of Sunday Times bestselling Sing Me to Sleep Sink your teeth into the highly anticipated Black vampire romantasy title of 2024! Hidden in our world, a society of vampires originating in Africa, can only feed from select human bloodlines. Each bloodline represents a House more cutthroat than the next. To ensure peaceful co-existence and inherit their legacy, human children of these families must study at an elite university before choosing a vampire companion. Lost Heiress, Kidan Adane grew up far from Uxlay University. She is obsessively protective, mildly nihilistic, and willing to do anything to save her loved ones. When her sister, June, disappears, Kidan is convinced a vampire stole her - the alluring yet dangerous Susenyos Sagad, the same vampire bound to her own House. To stay in Uxlay, Kidan must study an arcane philosophy, work with four enigmatic students, and survive living with Susenyos - even as he does everything to drive her away. It doesn't matter that Susenyos' violence speaks to her own and tempts Kidan to surrender to a life of darkness. She must find her sister and kill him at all costs. When a murder mirroring June's disappearance shakes Uxlay, Kidan sinks further into the ruthless underworld of vampires, risking her very soul. Here, she discovers a centuries-old threat. And June could be at the very centre of it. The Cruel Prince meets Ninth House in this dangerously romantic dark academia debut, where a lost heiress must infiltrate a secret society and live with the vampire she suspects kidnapped her sister.",Note non disponible,2024-09-05,Young Adult Fiction
The Grandest Game,Jennifer Lynn Barnes,"Get caught up in the puzzles, games, danger, romance, and riches of this lush new chapter in the #1 bestselling Inheritance Games saga. Seven tickets. An island of dreams. The chance of a lifetime. Welcome to the Grandest Game, an annual competition run by billionaire Avery Grambs and the four infamous Hawthorne brothers, whose family fortune she inherited. Designed to give anyone a shot at fame and fortune, this year's game requires one of seven golden tickets to enter. With millions on the line, those seven players will do whatever it takes to win. Some of the players are in it for the money. Some for power. Some for reasons all their own. Every single one of them has secrets. Amidst it all is Grayson Hawthorne, tasked with a vital role in this year's game. But as tensions rise and the mind-bending challenges push the players to their limits--physically, mentally, and emotionally--it soon becomes clear that not everyone is playing by the rules. #1 New York Times bestselling author Jennifer Lynn Barnes delivers a brand-new series in the world of The Inheritance Games, where fan-favorite and new characters collide in a game you'll never forget. Do you have what it takes to play?",Note non disponible,2024-07-30,Catégorie non disponible
The Reappearance of Rachel Price,Holly Jackson,"From the author of the multimillion-copy bestselling A Good Girl’s Guide to Murder series and Five Survive comes a gripping mystery thriller following one teen’s search for the truth about her mother’s shocking disappearance—and even more shocking reappearance—during the filming of a true crime documentary. Lights. Camera. Lies. Eighteen-year-old Bel has lived her whole life in the shadow of her mom’s mysterious disappearance. Sixteen years ago, Rachel Price vanished and young Bel was the only witness, but she has no memory of it. Rachel is gone, long presumed dead, and Bel wishes everyone would just move on. But the case is dredged up from the past when the Price family agrees to a true crime documentary. Bel can’t wait for filming to end, for life to go back to normal. And then the impossible happens. Rachel Price reappears, and life will never be normal again. Rachel has an unbelievable story about what happened to her. Unbelievable, because Bel isn’t sure it’s real. If Rachel is lying, then where has she been all this time? And—could she be dangerous? With the cameras still rolling, Bel must uncover the truth about her mother, and find out why Rachel Price really came back from the dead . . . From world-renowned author Holly Jackson comes a mind-blowing masterpiece about one girl’s search for the truth, and the terror in finding out who your family really is.",Note non disponible,2024-04-02,Young Adult Fiction
Celestial Monsters,Aiden Thomas,"New York Times-bestselling author Aiden Thomas returns to the beloved world of The Sunbearer Trials in Celestial Monsters, a heart-stopping duology finale, in which three young semidioses travel through a dark monster-infested world, facing down chaotic Obsidian gods, in a quest to save their friends and return the sun to the sky. Teo never thought he could be a Hero. Now, he doesn’t have a choice. The sun is gone, the Obsidian gods have been released from their prison, and chaos and destruction are wreaking havoc on Reino del Sol. All because Teo refused to sacrifice a fellow semidiós during the Sunbearer Trials. With the world plunged into perpetual night, Teo, his crush Aurelio, and his best friend Niya must journey to the dark wilderness of Los Restos, battling vicious monsters while dealing with guilt, trauma, and a (very distracting) burgeoning romance between Teo and Aurelio. Determined to rescue the captured semidioses and retrieve the Sol Stone, the trio races against the clock to return Sol and their protective light. With it, order can be restored. The future of the whole world is in their hands.",Note non disponible,2024-09-03,Young Adult Fiction
When Haru Was Here,Dustin Thao,"From the New York Times bestselling author Dustin Thao, We Are Okay meets Wandavision in this novel about loss, and learning to let go. After the death of his best friend, Eric Ly creates imaginary scenarios in his head to deal with his grief. Until one of them becomes real when a boy he met last summer in Japan finds his way back into his life. When he least expects it, Haru Tanaka walks into the coffee shop and sits down next to him. The only thing is, nobody else can see him. In a magical turn of events, Eric suddenly has someone to connect with, making him feel less alone in the world. But as they spend more and more time together, he begins to question what is real. When he starts losing control of the very thing that is holding him together, Eric must finally confront his reality. Even if it means losing Haru forever.",Note non disponible,2024-09-03,Young Adult Fiction
"Sunderworld, Vol. I: The Extraordinary Disappointments of Leopold Berry",Ransom Riggs,"The much-anticipated new fantasy series from Ransom Riggs, his first since introducing the #1 global phenomenon Miss Peregrine's Peculiar Children series. Seventeen-year-old Leopold Berry is seeing weird things around Los Angeles. A man who pops a tooth into a parking meter. A glowing trapdoor in a parking lot. A half-mechanical raccoon with its tail on fire that just won’t leave him alone. Every hallucinatory moment seems plucked from a cheesy 1990s fantasy TV show called Max's Adventures in Sunderworld—and that’s because they are. Not a good sign. In the blurry weeks after his mother’s death, a young Leopold discovered VHS tapes of its one and only season in a box headed for the trash—and soon became obsessed. Losing himself in Sunder was the best way to avoid two things: grieving his mother and being a chronic disappointment to his overbearing father. But when the strange visions return—at the worst possible time on the worst possible day—Leopold turns to his best friend Emmet for help. Together they discover that Sunder is much more than just an old TV show, and that Los Angeles is far stranger than they ever imagined. And soon, he’ll realize that not only is Sunderworld real, but it’s in grave danger. Certain he’s finally been chosen for greatness, Leopold risks everything to claim his destiny, save the world of his childhood dreams, and prove once and for all that he’s not the disappointment his father believes him to be. But when everything goes terribly, horribly, excruciatingly wrong, Leopold’s disappointments prove to be more extraordinary than he ever could have imagined. How do you battle darkness when no one believes in you—not even yourself? Visionary storyteller Ransom Riggs weaves the familiar with the peculiar in a stunning tale of loss, triumph, friendship and magic, reminding readers everywhere that true heroes are made, not born—and that when you’re never the chosen one, sometimes you have to choose yourself. Welcome to Sunderworld.",Note non disponible,2024-08-27,Young Adult Fiction
The Women,Kristin Hannah,"An instant Sunday Times bestseller and soon to be a major motion picture! 'Astonishing. Compelling. Powerful' – Delia Owens, bestselling author of Where the Crawdads Sing 'Stuns with sacrifice. Uplifts with heroism' – Bonnie Garmus, bestselling author of Lessons in Chemistry ‘Powerful’ – Matt Haig, bestselling author of The Midnight Library From the worldwide bestselling author of The Four Winds, The Nightingale and Firefly Lane (a Number One series on Netflix), The Women is a story of devastating loss and epic love. It would be the journey of a lifetime . . . ‘Women can be heroes, too’. When twenty-year-old nursing student, Frances “Frankie” McGrath, hears these unexpected words, it is a revelation. Raised on California’s idyllic Coronado Island and sheltered by her conservative parents, she has always prided herself on doing the right thing, being a good girl. But in 1965 the world is changing, and she suddenly imagines a different path for her life. When her brother ships out to serve in Vietnam, she impulsively joins the Army Nurses Corps and follows his path. As green and inexperienced as the young men sent to Vietnam to fight, Frankie is overwhelmed by the chaos and destruction of war, as well as the unexpected trauma of coming home to a changed America. Frankie will also discover the true value of female friendship and the heartbreak that love can cause. Readers love The Women: 'It honours ALL women: those who have fought for their rights and freedoms, those who have been overlooked and underappreciated, those who have been forgotten by families and society' 'I’ve been looking forward to this book’s release for months' 'Kristin Hannah has done it again'",Note non disponible,2024-02-15,Fiction
All the Colors of the Dark,Chris Whitaker,"""From the New York Times bestselling author of We Begin at the End comes an epic novel about a man fixated on finding a missing woman and the FBI agent on his tail, who might be even more obsessed than he is""--",Note non disponible,2024,Catégorie non disponible
The God of the Woods,Liz Moore,"""Riveting from page one to the last breathless word.""—Rebecca Makkai, New York Times bestselling author of I Have Some Questions For You “Brilliant, riveting .. an epic mystery, a family saga and a survival guide...I loved this book.” —Miranda Cowley Heller, #1 New York Times bestselling author of The Paper Palace When a teenager vanishes from her Adirondack summer camp, two worlds collide Early morning, August 1975: a camp counselor discovers an empty bunk. Its occupant, Barbara Van Laar, has gone missing. Barbara isn’t just any thirteen-year-old: she’s the daughter of the family that owns the summer camp and employs most of the region’s residents. And this isn’t the first time a Van Laar child has disappeared. Barbara’s older brother similarly vanished fourteen years ago, never to be found. As a panicked search begins, a thrilling drama unfolds. Chasing down the layered secrets of the Van Laar family and the blue-collar community working in its shadow, Moore’s multi-threaded story invites readers into a rich and gripping dynasty of secrets and second chances. It is Liz Moore’s most ambitious and wide-reaching novel yet.",Note non disponible,2024-07-02,Fiction
The Mercy of Gods,James S. A. Corey,"From the New York Times bestselling author of the Expanse comes a spectacular new space opera that sees humanity fighting for its survival in a war as old as the universe itself. How humanity came to the planet called Anjiin is lost in the fog of history, but that history is about to end. The Carryx – part empire, part hive – have waged wars of conquest for centuries, destroying or enslaving species across the galaxy. Now, they are facing a great and deathless enemy. The key to their survival may rest with the humans of Anjiin. Caught up in academic intrigue and affairs of the heart, Dafyd Alkhor is pleased just to be an assistant to a brilliant scientist and his celebrated research team. Then the Carryx ships descend, decimating the human population and taking the best and brightest of Anjiin society away to serve on the Carryx homeworld, and Dafyd is swept along with them. They are dropped in the middle of a struggle they barely understand, set in a competition against the other captive species with extinction as the price of failure. Only Dafyd and a handful of his companions see past the Darwinian contest to the deeper game that they must play to survive: learning to understand – and manipulate – the Carryx themselves. With a noble but suicidal human rebellion on one hand and strange and murderous enemies on the other, the team pays a terrible price to become the trusted servants of their new rulers. Dafyd Alkhor is a simple man swept up in events that are beyond his control and more vast than his imagination. He will become the champion of humanity and its betrayer, the most hated man in history and the guardian of his people. This is where his story begins.",Note non disponible,2024-08-06,Fiction
The Wedding People,Alison Espach,"The August 2024 Read With Jenna book club pick 'UTTERLY CHARMING' PANDORA SYKES 'WICKEDLY FUNNY' JENNY JACKSON 'A PERFECT NOVEL' CATHERINE NEWMAN It's a beautiful day in Newport, Rhode Island, when Phoebe Stone arrives at a grand beachside hotel wearing her best dress and least comfortable shoes. Immediately she is mistaken for one of the wedding people - but she's actually the only guest at the Cornwall Inn who isn't here for the big event. Phoebe has dreamed of coming here for years. She hoped to shuck oysters and take sunset sails with her husband but now she is divorced and depressed, and not sure how to go on. She's not been sure how to do anything, lately, except climb into bed and drink gin and tonics and listen to the sound of the refrigerator making ice. When the bride discovers her elaborate destination wedding could be ruined by this sad stranger, she is furious. She has spent months accounting for every detail and every possible disaster - except for, well, Phoebe . . . Soon, both women find their best-laid plans derailed and an unlikely confidante in one another. Uproariously funny and devastatingly tender, The Wedding People is an irresistible novel about love, friendship, dysfunctional families, and the unexpected paths that lead to happiness.",Note non disponible,2024-08-01,Fiction
"This is Why We Lied (The Will Trent Series, Book 12)",Karin Slaughter,One toxic family. Eight suspicious guests. Everyone is guilty. But who is a killer?,Note non disponible,2024-06-20,Fiction
Fourth wing - Tome 1,Rebecca Yarros,"Passer toutes les épreuves... ou mourir ! Rien ne prédestinait Violet Sorrengail à être une cavalière. Elle était censée intégrer le quadrant des Scribes et mener une vie tranquille parmi les livres. Elle dont les os sont si fragiles qu’ils peuvent se briser en un instant... Mais aujourd’hui est le jour des conscriptions, et en tant que fille de la Générale - elle-même cavalière et dresseuse de dragons -, Violet n’a d’autre choix que de satisfaire les ordres de sa mère, et de rejoindre les épreuves de sélection pour devenir dragonnière... L’élite de la Navarre ! Pourtant, le simple fait d’envisager s’inscrire à cette compétition lui paraît ridicule... Car les dragons ne se lient pas aux humains « fragiles » : ils les brûlent ! Mais Violet est peut-être la candidate la moins forte physiquement, elle est cependant rusée et rapide. Des qualités indispensables quand on évolue dans un monde sans foi ni loi, où les alliés peuvent vite devenir des ennemis, ou peut-être encore des conquêtes... Violet va vite devoir penser à un plan solide, car cette compétition n’a que deux issues : passer toutes les épreuves ou mourir ! ""Une fantasy comme vous n'en avez jamais lu auparavant."" Jennifer L. Armentrout, auteure #1 New York Times bestseller ""J'ai applaudi, j'ai ri, j'ai souri, j'ai réfusé de poser ce livre."" Lexi Ryan, auteure #1 New York Times bestseller ""Les lecteur.rices seront envoûtés et impatients d'en savoir plus."" Publishers Weekly",Note non disponible,2024-02-07,Fiction
Shadow of Doubt,Brad Thor,"""A shadowy Russian defector. A beautiful Norwegian intelligence officer. A deadly American spy. An ingenious plot to collapse the United States has been uncovered. But can the highly suspect intelligence be trusted? In the fog of war, when friends can appear as enemies and enemies as friends, only one thing is certain -- when in doubt, there is no doubt.""--",Note non disponible,2024-08-06,Fiction
The Anxious Generation,Jonathan Haidt,"THE INSTANT #1 NEW YORK TIMES BESTSELLER From New York Times bestselling coauthor of The Coddling of the American Mind, an essential investigation into the collapse of youth mental health—and a plan for a healthier, freer childhood. “Erudite, engaging, combative, crusading.” —New York Times Book Review “Words that chill the parental heart… thanks to Mr. Haidt, we can glimpse the true horror of what happened not only in the U.S. but also elsewhere in the English-speaking world… lucid, memorable… galvanizing.” —Wall Street Journal ""[An] important new book...The shift in kids’ energy and attention from the physical world to the virtual one, Haidt shows, has been catastrophic, especially for girls."" —Michelle Goldberg, The New York Times After more than a decade of stability or improvement, the mental health of adolescents plunged in the early 2010s. Rates of depression, anxiety, self-harm, and suicide rose sharply, more than doubling on many measures. Why? In The Anxious Generation, social psychologist Jonathan Haidt lays out the facts about the epidemic of teen mental illness that hit many countries at the same time. He then investigates the nature of childhood, including why children need play and independent exploration to mature into competent, thriving adults. Haidt shows how the “play-based childhood” began to decline in the 1980s, and how it was finally wiped out by the arrival of the “phone-based childhood” in the early 2010s. He presents more than a dozen mechanisms by which this “great rewiring of childhood” has interfered with children’s social and neurological development, covering everything from sleep deprivation to attention fragmentation, addiction, loneliness, social contagion, social comparison, and perfectionism. He explains why social media damages girls more than boys and why boys have been withdrawing from the real world into the virtual world, with disastrous consequences for themselves, their families, and their societies. Most important, Haidt issues a clear call to action. He diagnoses the “collective action problems” that trap us, and then proposes four simple rules that might set us free. He describes steps that parents, teachers, schools, tech companies, and governments can take to end the epidemic of mental illness and restore a more humane childhood. Haidt has spent his career speaking truth backed by data in the most difficult landscapes—communities polarized by politics and religion, campuses battling culture wars, and now the public health emergency faced by Gen Z. We cannot afford to ignore his findings about protecting our children—and ourselves—from the psychological damage of a phone-based life.",Note non disponible,2024-03-26,Psychology
Imminent,Luis Elizondo,"*THE BOOK EVERYBODY IS TALKING ABOUT* 'I can say without fear of contradiction that Lue has played a central and indispensable role in forever changing the way humanity views the issue of unidentified anomalous phenomena (UAP)' Chris Mellon, Former Deputy Assistant Secretary of Defense for Intelligence and Former Minority Staff Director of the Senate Intelligence Committee ______________________________ The former head of the Pentagon program responsible for the investigation of UFOs - now known as Unidentified Anomalous Phenomena (UAP) - reveals long-hidden truths with profound implications for not only national security but our understanding of the universe. Luis 'Lue' Elizondo is a former senior intelligence official and special agent who was recruited into a strange and highly sensitive US Government program to investigate UAP incursions into sensitive military installations and air space. To accomplish his mission, Elizondo had to rely on decades of experience gained working some of America's most sensitive and classified programs. Even then, he was not prepared for what he would learn, and the truth about the government's long shadowy involvement in UAP investigations, and the lengths officials would take to keep them a secret. The stakes could not be higher. Imminent is a first-hand, revelatory account inside the Pentagon's most closely guarded secret and a call to action to confront humanity's greatest existential questions.",Note non disponible,2024-08-20,"Body, Mind & Spirit"
The Art of Power,Nancy Pelosi,"The most powerful woman in American political history tells the story of her transformation from housewife to House Speaker – how she became a master legislator, a key partner to presidents, and the most visible leader of the Trump resistance. When, at age forty-six, Nancy Pelosi, mother of five, asked her youngest daughter if she should run for Congress, Alexandra Pelosi answered: ‘Mother, get a life!’ And so Nancy did, and what a life it has been. In The Art of Power, Pelosi describes for the first time what it takes to make history – not only as the first woman to ascend to the most powerful legislative role in America, but to pass laws that would save lives and livelihoods, from the emergency rescue of the economy in 2008 to transforming health care. She describes the perseverance, persuasion, and respect for her members that it took to succeed, but also the joy of seeing America change for the better. Among the best-prepared and hardest-working Speakers in history, Pelosi worked to find common ground, or stand her ground, with presidents from Bush to Biden. She also shares moving moments with soldiers sent to the front lines, women who inspired her, and human rights activists who fought by her side. Pelosi took positions that established her as a prophetic voice on the major moral issues of the day, warning early about the dangers of the Iraq War and of the Chinese government’s long record of misbehaviour. This moral courage prepared her for the arrival of Trump, with whom she famously tangled, becoming a red-coated symbol of resistance to his destructive presidency. Here, she reveals how she went toe-to-toe with Trump, leading up to January 6, 2021, when he unleashed his post-election fury on the Congress. Pelosi gives us her personal account of that day: the assault not only on the symbol of our democracy but on the men and women who had come to serve the nation, never expecting to hide under desks or flee for their lives – and her determined efforts to get the National Guard to the Capitol. Nearly two years later, violence and fury would erupt inside Pelosi’s own home when an intruder, demanding to see the Speaker, viciously attacked her beloved husband, Paul. Here, Pelosi shares that horrifying day and the traumatic aftermath for her and her family.",Note non disponible,2024-08-06,Biography & Autobiography
Shameless,Brian Tyler Cohen,"From the first content creator to interview President Biden, leading progressive voice Brian Tyler Cohen takes a step back from the day-to-day news cycle to explain how American politics has turned into such a dumpster fire—and what Democrats need to do to get us out of it. In Shameless, Brian Tyler Cohen lays bare the long con of the modern Republican Party. While the radical right continues hiding behind gaslighting maneuvers, artificial slogans, and hollow catchphrases, Cohen’s unflinching narrative illuminates the realities and dangers of the ever-widening gulf between the vaunted Republican brand and their actual behavior. With a foreword by Congressman Jamie Raskin, drawing on interviews and insights from Pete Buttigieg, Mehdi Hasan, Jen Psaki, and other luminaries of the Left, Cohen reveals: How Republicans have leaned on their historical branding to give themselves a permission structure to behave antithetically to everything they say; Why the mainstream media has proved itself a willing participant in this ongoing farce— particularly since the rise of toxic, sensationalist MAGA mania; and What lessons Democrats can glean from a clear-eyed view of the landscape we’re operating in—and the steps we must take to rebalance our political landscape. During this all-hands-on-deck moment in our history, Shameless is essential reading for those seeking to understand our dire situation, and a rallying cry for those fighting to preserve democracy.",Note non disponible,2024-08-13,Political Science
Ministry of Truth,Steve Benen,"A searing, vital investigation of the Republican Party’s dangerous campaign to rewrite recent history in real time, from the Emmy Award-winning Rachel Maddow Show producer and bestselling author of The Impostors. “There is nobody who is writing in an episodic way who has more influence on the way I think about politics than Steve Benen.” —Rachel Maddow For as long as historical records have existed, authoritarian regimes have tried to rewrite history to suit their purposes, using their dictatorial powers to create myths, spread propaganda, justify decisions, erase opponents, and even dispose of crimes. As the Republican Party becomes increasingly radicalized, the GOP is putting their own twist on a similarly despotic script. Indeed, the party is taking dangerous, aggressive steps to rewrite history—and not just from generations past. Unable to put a positive spin on Trump-era scandals and fiascos, GOP voices and their allies have grown determined to rewrite the stories of the last few years—from the 2020 election results and the horror of January 6th to their own legislative record—treating the recent past as an enemy to be overpowered, crushed, and conquered. The consequences for our future, in turn, are dramatic. Extraordinarily timely and undeniably important, Steve Benen’s new book tells the staggering chronicle of the Republican party’s unsettling attempts at historical revisionism. It reveals not only how dependent they have grown on the tactic, but also how dangerous the consequences are if we allow the party to continue. The stakes, Benen argues, couldn’t be higher: the future of democracy hinges on both our accurate understanding of events and the end of alternative narratives that challenge reality.",Note non disponible,2024-08-13,Political Science
Nuclear War,Annie Jacobsen,"The INSTANT New York Times bestseller Instant Los Angeles Times bestseller “In Nuclear War: A Scenario, Annie Jacobsen gives us a vivid picture of what could happen if our nuclear guardians fail…Terrifying.”—Wall Street Journal There is only one scenario other than an asteroid strike that could end the world as we know it in a matter of hours: nuclear war. And one of the triggers for that war would be a nuclear missile inbound toward the United States. Every generation, a journalist has looked deep into the heart of the nuclear military establishment: the technologies, the safeguards, the plans, and the risks. These investigations are vital to how we understand the world we really live in—where one nuclear missile will beget one in return, and where the choreography of the world’s end requires massive decisions made on seconds’ notice with information that is only as good as the intelligence we have. Pulitzer Prize finalist Annie Jacobsen’s Nuclear War: A Scenario explores this ticking-clock scenario, based on dozens of exclusive new interviews with military and civilian experts who have built the weapons, have been privy to the response plans, and have been responsible for those decisions should they have needed to be made. Nuclear War: A Scenario examines the handful of minutes after a nuclear missile launch. It is essential reading, and unlike any other book in its depth and urgency.",Note non disponible,2024-03-26,History
On the Edge,Nate Silver,"'Masterly... Utterly compelling... A highly readable and engaging tour' Sam Freedman, The Times From the New York Times bestselling author of The Signal and the Noise, the definitive guide to our era of risk—and the players raising the stakes In the bestselling The Signal and the Noise, Nate Silver showed how forecasting would define the age of Big Data. Now, in this timely and riveting new book, Silver investigates ""The River,"" or those whose mastery of risk allows them to shape—and dominate—so much of modern life. These professional risk takers—poker players and hedge fund managers, crypto true-believers and blue-chip art collectors—can teach us much about navigating the uncertainty of the 21st century. By embedding within these worlds, Silver offers insight into a range of issues that affect us all, from the frontiers of finance to the future of AI. The River has increasing amounts of wealth and power in our society, and understanding their mindset—including the flaws in their thinking—is key to understanding what drives technology and the global economy today. There are certain commonalities in this otherwise diverse group: high tolerance for risk; appreciation of uncertainty; affinity for numbers; skill at de-coupling; self-reliance and a distrust of the conventional wisdom. For the River, complexity is baked in, and the work is how to navigate it, without going beyond the pale. Taking us behind-the-scenes from casinos to venture capital firms to meetings of the effective altruism movement, On the Edge is a deeply-reported, all-access journey into a hidden world of powerbrokers and risk takers.",Note non disponible,2024-08-13,Business & Economics
Shepherds for Sale,Megan Basham,"“This may just be the single most important book on modern Evangelicalism in recent years. It is bold, clear, and very well-researched.”—John MacArthur How deeply have leftist billionaires infiltrated America’s churches? In Shepherds for Sale, Megan Basham of the Daily Wire documents how progressive powerbrokers —from George Soros, to the founder of eBay, to former members of the Obama administration— set out to change the American church. Their goal: to co-opt evangelicals for political purposes. She exposes: · The left-wing billionaires, foundations, and think tanks that deliberately target Christian media, universities, megachurches, nonprofits, and even entire denominations · The celebrity megachurch pastor who secretly encouraged a group of pastors to change their views on sexuality · The revered Presbyterian theologian who backed a congregation rebelling against his own denomination These are just a glimpse into the compromises and astroturf campaigns Basham uncovers. Many evangelical leaders are pushing their members to “whisper” about sexual sins, reconsider the importance of abortion, lament the effects of climate change, and repent of “perpetuating systemic racism.” And in exchange for toeing a left-wing line, many of those church leaders and institutions have received cash, career jumps, prestige, and praise. Basham brings the receipts, and names names. A rigorously reported exposé, Shepherds for Sale is a warning of what happens when the church trusts the world’s wisdom instead of Scripture.",Note non disponible,2024-07-30,Religion
On the Edge,Nate Silver,"'Masterly... Utterly compelling... A highly readable and engaging tour' Sam Freedman, The Times From the New York Times bestselling author of The Signal and the Noise, the definitive guide to our era of risk—and the players raising the stakes In the bestselling The Signal and the Noise, Nate Silver showed how forecasting would define the age of Big Data. Now, in this timely and riveting new book, Silver investigates ""The River,"" or those whose mastery of risk allows them to shape—and dominate—so much of modern life. These professional risk takers—poker players and hedge fund managers, crypto true-believers and blue-chip art collectors—can teach us much about navigating the uncertainty of the 21st century. By embedding within these worlds, Silver offers insight into a range of issues that affect us all, from the frontiers of finance to the future of AI. The River has increasing amounts of wealth and power in our society, and understanding their mindset—including the flaws in their thinking—is key to understanding what drives technology and the global economy today. There are certain commonalities in this otherwise diverse group: high tolerance for risk; appreciation of uncertainty; affinity for numbers; skill at de-coupling; self-reliance and a distrust of the conventional wisdom. For the River, complexity is baked in, and the work is how to navigate it, without going beyond the pale. Taking us behind-the-scenes from casinos to venture capital firms to meetings of the effective altruism movement, On the Edge is a deeply-reported, all-access journey into a hidden world of powerbrokers and risk takers.",Note non disponible,2024-08-13,Business & Economics
Unreasonable Hospitality,Will Guidara,"Essential lessons in hospitality for every business, from the former co-owner of legendary restaurant Eleven Madison Park. Will Guidara was twenty-six when he took the helm of Eleven Madison Park, a struggling New York City two-star brasserie that had never quite lived up to its majestic room. Eleven years later, EMP was named the best restaurant in the world. How did Guidara pull off this unprecedented transformation? Radical reinvention, a true partnership between the kitchen and the dining room—and memorable, over-the-top, bespoke hospitality. Guidara’s team surprised a family who had never seen snow with a magical sledding trip to Central Park after their dinner; they filled a private dining room with sand, complete with mai-tais and beach chairs, to console a couple with a cancelled vacation. And his hospitality extended beyond those dining at the restaurant to his own team, who learned to deliver praise and criticism with intention; why the answer to some of the most pernicious business dilemmas is to give more—not less; and the magic that can happen when a busser starts thinking like an owner. Today, every business can choose to be a hospitality business—and we can all transform ordinary transactions into extraordinary experiences. Featuring sparkling stories of his journey through restaurants, with the industry’s most famous players like Daniel Boulud and Danny Meyer, Guidara urges us all to find the magic in what we do—for ourselves, the people we work with, and the people we serve.",Note non disponible,2024-01-25,Business & Economics
The Bookshop,Evan Friss,"AN INSTANT NEW YORK TIMES BESTSELLER ""A spirited defense of this important, odd and odds-defying American retail category."" —The New York Times ""It is a delight to wander through the bookstores of American history in this warm, generous book."" —Emma Straub, New York Times bestselling author and owner of Books Are Magic An affectionate and engaging history of the American bookstore and its central place in American cultural life, from department stores to indies, from highbrow dealers trading in first editions to sidewalk vendors, and from chains to special-interest community destinations Bookstores have always been unlike any other kind of store, shaping readers and writers, and influencing our tastes, thoughts, and politics. They nurture local communities while creating new ones of their own. Bookshops are powerful spaces, but they are also endangered ones. In The Bookshop, we see the stakes: what has been, and what might be lost. Evan Friss’s history of the bookshop draws on oral histories, archival collections, municipal records, diaries, letters, and interviews with leading booksellers to offer a fascinating look at this institution beloved by so many. The story begins with Benjamin Franklin’s first bookstore in Philadelphia and takes us to a range of booksellers including the Strand, Chicago’s Marshall Field & Company, the Gotham Book Mart, specialty stores like Oscar Wilde and Drum and Spear, sidewalk sellers of used books, Barnes & Noble, Amazon Books, and Parnassus. The Bookshop is also a history of the leading figures in American bookselling, often impassioned eccentrics, and a history of how books have been marketed and sold over the course of more than two centuries—including, for example, a 3,000-pound elephant who signed books at Marshall Field’s in 1944. The Bookshop is a love letter to bookstores, a charming chronicle for anyone who cherishes these sanctuaries of literature, and essential reading to understand how these vital institutions have shaped American life—and why we still need them.",Note non disponible,2024-08-06,History
Supercommunicators,Charles Duhigg,"NEW YORK TIMES BESTSELLER • From the author of The Power of Habit, a fascinating exploration of what makes conversations work—and how we can all learn to be supercommunicators at work and in life “A winning combination of stories, studies, and guidance that might well transform the worst communicators you know into some of the best.”—Adam Grant, author of Think Again and Hidden Potential Come inside a jury room as one juror leads a starkly divided room to consensus. Join a young CIA officer as he recruits a reluctant foreign agent. And sit with an accomplished surgeon as he tries, and fails, to convince yet another cancer patient to opt for the less risky course of treatment. In Supercommunicators, Charles Duhigg blends deep research and his trademark storytelling skills to show how we can all learn to identify and leverage the hidden layers that lurk beneath every conversation. Communication is a superpower and the best communicators understand that whenever we speak, we’re actually participating in one of three conversations: practical (What’s this really about?), emotional (How do we feel?), and social (Who are we?). If you don’t know what kind of conversation you’re having, you’re unlikely to connect. Supercommunicators know the importance of recognizing—and then matching—each kind of conversation, and how to hear the complex emotions, subtle negotiations, and deeply held beliefs that color so much of what we say and how we listen. Our experiences, our values, our emotional lives—and how we see ourselves, and others—shape every discussion, from who will pick up the kids to how we want to be treated at work. In this book, you will learn why some people are able to make themselves heard, and to hear others, so clearly. With his storytelling that takes us from the writers’ room of The Big Bang Theory to the couches of leading marriage counselors, Duhigg shows readers how to recognize these three conversations—and teaches us the tips and skills we need to navigate them more successfully. In the end, he delivers a simple but powerful lesson: With the right tools, we can connect with anyone.",Note non disponible,2024-02-20,Psychology
