title,authors,description,published_date,categories,goodreads_rating
And There Was Light,Jon Meacham,"NEW YORK TIMES BESTSELLER • Pulitzer Prize–winning biographer Jon Meacham chronicles the life of Abraham Lincoln, charting how—and why—he confronted secession, threats to democracy, and the tragedy of slavery to expand the possibilities of America. “Meacham has given us the Lincoln for our time.”—Henry Louis Gates, Jr. Winner of the Gilder Lehrman Lincoln Prize • Longlisted for the Biographers International Plutarch Award • One of the Best Books of the Year: The Christian Science Monitor, Kirkus Reviews A president who governed a divided country has much to teach us in a twenty-first-century moment of polarization and political crisis. Hated and hailed, excoriated and revered, Abraham Lincoln was at the pinnacle of American power when implacable secessionists gave no quarter in a clash of visions bound up with money, race, identity, and faith. In him we can see the possibilities of the presidency as well as its limitations. At once familiar and elusive, Lincoln tends to be seen as the greatest of American presidents—a remote icon—or as a politician driven more by calculation than by conviction. This illuminating new portrait gives us a very human Lincoln—an imperfect man whose moral antislavery commitment, essential to the story of justice in America, began as he grew up in an antislavery Baptist community; who insisted that slavery was a moral evil; and who sought, as he put it, to do right as God gave him to see the right. This book tells the story of Lincoln from his birth on the Kentucky frontier in 1809 to his leadership during the Civil War to his tragic assassination in 1865: his rise, his self-education, his loves, his bouts of depression, his political failures, his deepening faith, and his persistent conviction that slavery must end. In a nation shaped by the courage of the enslaved of the era and by the brave witness of Black Americans, Lincoln’s story illustrates the ways and means of politics in a democracy, the roots and durability of racism, and the capacity of conscience to shape events.",2022-10-18,Biography & Autobiography,3.67
Finding Me,Viola Davis,"""Much-anticipated, emotionally-charged debut memoir from award-winning actor and icon Viola Davis""--",2022,Biography & Autobiography,5.00
Cinema Speculation,Quentin Tarantino,"A unique cocktail of personal memoir, cultural criticism and Hollywood history by the one and only Quentin Tarantino. The long-awaited first work of nonfiction from the author of the number one New York Times bestselling Once Upon a Time in Hollywood: a deliriously entertaining, wickedly intelligent cinema book as unique and creative as anything by Quentin Tarantino. In addition to being among the most celebrated of contemporary filmmakers, Quentin Tarantino is possibly the most joyously infectious movie lover alive. For years he has touted in interviews his eventual turn to writing books about films. Now, with CINEMA SPECULATION, the time has come, and the results are everything his passionate fans - and all movie lovers - could have hoped for. Organized around key American films from the 1970s, all of which he first saw as a young moviegoer at the time, this book is as intellectually rigorous and insightful as it is rollicking and entertaining. At once film criticism, film theory, a feat of reporting, and wonderful personal history, it is all written in the singular voice recognizable immediately as QT's and with the rare perspective about cinema possible only from one of the greatest practitioners of the artform ever.",2022-11-01,Performing Arts,3.81
Sapiens (édition 2022),Yuval Noah Harari,"Avec une nouvelle préface inédite de l'auteur. « Un prodige. » Le Monde des Livres Il y a 100 000 ans, la Terre était habitée par au moins six espèces différentes d'hominidés. Une seule a survécu. Nous, les Homo Sapiens. Comment notre espèce a-t-elle réussi à dominer la planète ? Pourquoi nos ancêtres ont-ils uni leurs forces pour créer villes et royaumes ? Comment en sommes-nous arrivés à créer les concepts de religion, de nation, de droits de l'homme ? À dépendre de l'argent, des livres et des lois ? À devenir esclaves de la bureaucratie, des horaires, de la consommation de masse ? Et à quoi ressemblera notre monde dans le millénaire à venir ? Véritable phénomène d'édition, traduit dans une trentaine de langues, Sapiens est un livre audacieux, érudit et provocateur. Professeur d'Histoire à l'Université hébraïque de Jérusalem, Yuval Noah Harari mêle l'Histoire à la Science pour remettre en cause tout ce que nous pensions savoir sur l'humanité : nos pensées, nos actes, notre héritage... et notre futur. « Pharaonique. » Télérama « Magistral. » Le JDD",2022-10-19,Social Science,4.36
Starry Messenger,Neil deGrasse Tyson,"NEW YORK TIMES BESTSELLER Bringing his cosmic perspective to civilization on Earth, Neil deGrasse Tyson shines new light on the crucial fault lines of our time—war, politics, religion, truth, beauty, gender, and race—in a way that stimulates a deeper sense of unity for us all. In a time when our political and cultural views feel more polarized than ever, Tyson provides a much-needed antidote to so much of what divides us, while making a passionate case for the twin chariots of enlightenment—a cosmic perspective and the rationality of science. After thinking deeply about how science sees the world and about Earth as a planet, the human brain has the capacity to reset and recalibrates life’s priorities, shaping the actions we might take in response. No outlook on culture, society, or civilization remains untouched. With crystalline prose, Starry Messenger walks us through the scientific palette that sees and paints the world differently. From insights on resolving global conflict to reminders of how precious it is to be alive, Tyson reveals, with warmth and eloquence, an array of brilliant and beautiful truths that apply to us all, informed and enlightened by knowledge of our place in the universe.",2022-09-20,Science,5.00
Chip War,Chris Miller,"One of Barack Obama’s Favorite Books of 2023 The Financial Times Business Book of the Year, this epic account of the decades-long battle to control one of the world’s most critical resources—microchip technology—with the United States and China increasingly in fierce competition is “pulse quickening…a nonfiction thriller” (The New York Times). You may be surprised to learn that microchips are the new oil—the scarce resource on which the modern world depends. Today, military, economic, and geopolitical power are built on a foundation of computer chips. Virtually everything—from missiles to microwaves—runs on chips, including cars, smartphones, the stock market, even the electric grid. Until recently, America designed and built the fastest chips and maintained its lead as the #1 superpower, but America’s edge is in danger of slipping, undermined by players in Taiwan, Korea, and Europe taking over manufacturing. Now, as Chip War reveals, China, which spends more on chips than any other product, is pouring billions into a chip-building initiative to catch up to the US. At stake is America’s military superiority and economic prosperity. Economic historian Chris Miller explains how the semiconductor came to play a critical role in modern life and how the US became dominant in chip design and manufacturing and applied this technology to military systems. America’s victory in the Cold War and its global military dominance stems from its ability to harness computing power more effectively than any other power. Until recently, China had been catching up, aligning its chip-building ambitions with military modernization. Illuminating, timely, and fascinating, Chip War is “an essential and engrossing landmark study"" (London Times).",2022-10-04,Political Science,4.43
Power Failure,William D. Cohan,"NEW YORK TIMES BESTSELLER The New Yorker Best Books of 2022 • Financial Times Best Books of 2022 • The Economist Best Books of 2022 The dramatic rise—and unimaginable fall—of America's most iconic corporation by New York Times bestselling author and pre-eminent financial journalist William D. Cohan No company embodied American ingenuity, innovation, and industrial power more spectacularly and more consistently than the General Electric Company. GE once developed and manufactured many of the inventions we take for granted today, nearly everything from the lightbulb to the jet engine. GE also built a cult of financial and leadership success envied across the globe and became the world’s most valuable and most admired company. But even at the height of its prestige and influence, cracks were forming in its formidable foundation. In a masterful re-appraisal of a company that once claimed to “bring good things to life,” pre-eminent financial journalist William D. Cohan argues that the incredible story of GE’s rise and fall is not only a paragon, but also a prism through which we can better understand American capitalism. Beginning with its founding, innovations, and exponential growth through acquisitions and mergers, Cohan plumbs the depths of GE's storied management culture, its pioneering doctrine of shareholder value, and its seemingly hidden blind spots, to reveal that GE wasn't immune from the hubris and avoidable mistakes suffered by many other corporations. In Power Failure, Cohan punctures the myth of GE, exploring in a rich narrative how a once-great company wound up broken and in tatters—a cautionary tale for the ages.",2022-11-15,Business & Economics,4.28
The Book of Boundaries,Melissa Urban,"'Ground-breaking ... a must-read for everyone' BJ FOGG, PhD, Tiny Habits 'The Book of Boundaries is funny, direct, and smart, bringing you actionable tools and science-backed strategies for setting boundaries using language that feels kind, natural, and empowering' Mel Robbins, New York Times bestselling author of The 5 Second Rule Do your relationships feel one-sided or unbalanced? Do you wish you could say no-nicely? Are you depleted, overwhelmed, and tired of putting everyone else's needs above your own? If you answered yes to any of these questions, you're ready to set some boundaries. Melissa Urban has already helped millions of people establish life-long healthy habits. Now, she shows you how boundaries are the key to better mental health, energy, and productivity, and more fulfilling relationships. Through more than 130 scripts, Urban helps you set boundaries with bosses, partners, family, friends, and even yourself, with tips for navigating guilt and pushback. Practical and inspiring, The Book of Boundaries will empower you to prioritise your needs and lead a life that feels bigger, freer and happier. 'If you've struggled to identify and establish healthy boundaries - with family, in romance, at work, or in life - Melissa Urban shows the way forward with clarity, vulnerability, and humour' Gretchen Rubin, bestselling author of The Happiness Project",2022-10-13,Self-Help,3.81
Like a Rolling Stone,Jann S. Wenner,"In this New York Times bestseller, Rolling Stone founder, co-editor, and publisher Jann Wenner offers a ""touchingly honest"" and ""wonderfully deep"" memoir from the beating heart of classic rock and roll (Bruce Springsteen). Jann Wenner has been called by his peers “the greatest editor of his generation.” His deeply personal memoir vividly describes and brings you inside the music, the politics, and the lifestyle of a generation, an epoch of cultural change that swept America and beyond. The age of rock and roll in an era of consequence, what will be considered one of the great watersheds in modern history. Wenner writes with the clarity of a journalist and an essayist. He takes us into the life and work of Bob Dylan, John Lennon, Mick Jagger, Bono, and Bruce Springsteen, to name a few. He was instrumental in the careers of Hunter S. Thompson, Tom Wolfe, and Annie Leibovitz. His journey took him to the Oval Office with his legendary interviews with Bill Clinton and Barack Obama, leaders to whom Rolling Stone gave its historic, full-throated backing. From Jerry Garcia to the Dalai Lama, Aretha Franklin to Greta Thunberg, the people Wenner chose to be seen and heard in the pages of Rolling Stone tried to change American culture, values, and morality. Like a Rolling Stone is a beautifully written portrait of one man’s life, and the life of his generation.",2022-09-13,Biography & Autobiography,3.74
The Bad Guys in the Others?! (The Bad Guys #16),Aaron Blabey,"NOW A MAJOR MOTION PICTURE! ""I wish I'd had these books as a kid. Hilarious!"" -- Dav Pilkey, creator of Captain Underpants and Dog Man hey may look like Bad Guys, but these wannabe heroes are doing good deeds... whether you like it or not in this New York Times bestselling illustrated series. OK. A lot of the stuff we said on the back of the last book was NOT TRUE. We now admit that The Bad Guys is WEIRD. We also admit that it features ALL the weird stuff we said it didn’t. PLUS there’s now a whole bunch of even weirder stuff* involving an over-sharing bat, a really scary new character who lives in the woods, and a strangely confident little guy with a mullet. So, uh, don’t relax, maybe FREAK OUT a little and have your MIND BLOWN by the BAD GUYS! *One of the other weird things in this book happens on pages 130-131. A total white-out—the most powerful blast this series has ever known. We told you it’s a weird book. And we hope you enjoy it!",2022-11-01,Juvenile Fiction,4.27
On Purpose,Dav Pilkey,"The newest graphic novel in the groundbreaking, worldwide bestselling series by Dav Pilkey, the author and illustrator of Dog Man. The Cat Kid Comic Club is back in session with a brand-new creative and funny graphic novel.",2022-04-12,Catégorie non disponible,4.52
Dog Man 10: Mothering Heights,Dav Pilkey,The epic bestselling Dog Man book from Dav Pilkey - you'll howl with laughter! Now available in paperback.,2022-02-03,Catégorie non disponible,4.52
Untitled Celadon Nonfiction Fall 2022,"Steve Martin, Harry Bliss",Description non disponible,2022-11-15,Catégorie non disponible,3.82
Shuna's Journey,Hayao Miyazaki,"From legendary animator Hayao Miyazaki comes Shuna's Journey, a new manga classic about a prince on a quest for a golden grain that would save his land, never before published in English! Shuna, the prince of a poor land, watches in despair as his people work themselves to death harvesting the little grain that grows there. And so, when a traveler presents him with a sample of seeds from a mysterious western land, he sets out to find the source of the golden grain, dreaming of a better life for his subjects. It is not long before he meets a proud girl named Thea. After freeing her from captivity, he is pursued by her enemies, and while Thea escapes north, Shuna continues toward the west, finally reaching the Land of the God-Folk. Will Shuna ever see Thea again? And will he make it back home from his quest for the golden grain?",2022-11,Comics & Graphic Novels,4.34
Open wide and say arrrgh! (the Bad Guys: Episode 15),Aaron Blabey,"Weird? Nothing weird ever happens in the Bad Guys. Like, you would never see a chainsaw monster confronting a velociraptor who has eaten an elderly piranha, or the disturbing antics of a deranged dentist running amok with an oversized drill. Nope. None of that nonsense here!",2022-08-01,Juvenile Fiction,4.27
Invisible,Danielle Steel,"In this compelling novel from No. 1 bestselling author Danielle Steel, a gifted young woman must grapple with the legacy of a troubled childhood in order to pursue her dreams. When destiny shines the spotlight on you, do you stay . . . or run? Antonia Adams is the product of a loveless marriage between a beautiful young model and a wealthy entrepreneur. As a child, she is abandoned in the chasm between them. Unprotected and unloved, she learns that the only way to feel safe is to draw as little attention as possible, to be invisible. In her isolation, films are her escape, and she dreams of one day becoming a screenwriter. During a summer job at a Hollywood studio, she meets a famous filmmaker, and is invisible no longer. He wants to put her in a movie and make her a star. It is a dazzling opportunity but a terrifying one. Suddenly she is thrust into the public eye – even more so when they fall in love. Antonia never lets go of her true dream of becoming a filmmaker, but to make that leap she will have to expose herself in ways she never has before. When tragedy strikes, she must decide whether she will remain center stage or retreat to safety once more. Will she face her demons, or run and hide? In this extraordinary novel, Danielle Steel tells the story of a woman who must decide the price of pursuing her passion, and whether it is possible to stay true to herself while she does.",2022-01-06,Fiction,4.20
Wyoming Homecoming,Diana Palmer,"""...You just can't do better than a Diana Palmer story to make your heart lighter and smile brighter.""—Fresh Fiction New York Times bestselling author Diana Palmer's dramatic tale of an embittered small-town sheriff as he comes face to face with the woman who has haunted his dreams for years. She's haunted his dreams for years, and now she’s back to wreak havoc on his heart When Sheriff Cody Banks’s wife died, he blamed Abby Brennan for the illness he's sure killed Deborah and, in his grief, made sure she knew it. Looking back now, he knows that his behavior was likely the reason Abby left town years ago. So when he sees her—and the child she’s raising—at her great-uncle's funeral, Cody attempts to apologize, ashamed to see the fear he puts in her beautiful eyes and determined to show her he's no longer that same angry man. The only reason Abby returned to Catelow, Wyoming, was to bury her last living relative. She has studiously avoided Cody Banks ever since he made it clear how much he resents her, focusing instead on raising her young niece and keeping her own family legacy alive. But when Abby inherits the property adjoining Cody’s, she can't help but face the handsome sheriff who still lingers in her memory. Circumstances keep pulling them together, but has time healed their wounds and given them a chance at a happily-ever-after? Wyoming Men Book 1: Wyoming Tough Book 2: Wyoming Fierce Book 3: Wyoming Bold Book 4: Wyoming Strong Book 5: Wyoming Rugged Book 6: Wyoming Brave Book 7: Wyoming Winter Book 8: Wyoming Legend Book 9: Wyoming Heart Book 10: Wyoming True Book 11: Wyoming Homecoming",2022-11-08,Fiction,4.05
Kingdom of Bones Intl,James Rollins,"From #1 New York Times bestselling author James Rollins, the latest riveting, deeply imaginative thriller in the Sigma Force series, told with his trademark blend of cutting-edge science, historical mystery, and pulse-pounding action. It begins in Africa . . . A United Nations relief team in a small village in the Congo makes an alarming discovery. An unknown force is leveling the evolutionary playing field. Men, women, and children have been reduced to a dull, catatonic state. The environment surrounding them--plants and animals--has grown more cunning and predatory, evolving at an exponential pace. The insidious phenomenon is spreading from a cursed site in the jungle -- known to locals as the Kingdom of Bones --and sweeping across Africa, threatening the rest of the world. What has made the biosphere run amok? Is it a natural event? Or more terrifyingly, did someone engineer it? Commander Gray Pierce and Sigma Force are prepared for the extraordinary and have kept the world safe, vigilance for which they have paid a tragic personal price. Yet, even these brilliant and seasoned scientific warriors do not understand what is behind this frightening development--or know how to stop it. As they race to find answers, the members of Sigma quickly realize they have become the prey. To head off global catastrophe, Sigma Force must risk their lives to uncover the shattering secret at the heart of the African continent--a truth that will illuminate who we are as a species and where we may be headed . . . sooner than we know. Mother Nature--red in tooth and claw--is turning against humankind, propelling the entire world into the Kingdom of Bones.",2022-04-19,Catégorie non disponible,3.81
Snowflakes and Starlight,"Debbie Macomber, JoAnn Ross, Jennifer Snow","’Tis the season for cozy stories of falling in love Here Comes Trouble by Debbie Macomber After rival columnist Nolan Adams writes an unflattering piece about rookie journalist Maryanne Simpson, she decides to make some big life changes. She needs to show the tough, streetwise Nolan that she deserves his respect. When they end up as neighbors, Maryanne discovers that she can’t resist Nolan’s gruff charm, and although he doesn’t seem to be an appropriate match for a socialite, Maryanne has other ideas! Once Upon a Wedding by JoAnn Ross Desiree Marchand doesn’t have time for any complications ahead of her friend’s wedding—especially not her ex-boyfriend, rock star Bastien Broussard. Unfortunately, the wedding is down a singer…and whether Desiree likes it or not, Bastien is the perfect man for the job. An Alaskan Christmas Homecoming by Jennifer Snow The only thing Griffin Geller wants for Christmas is to reconcile with his family, which would take a real miracle. They haven’t spoken to him in the three months he’s been back in Wild River, Alaska. But when Jade Frazier walks into his tattoo shop, determined to decorate the front window, she helps remind Griffin that Christmas can be a season for second chances…in life as well as love.",2022-10-25,Fiction,3.83
A Christmas Promise,Nora Roberts,"Celebrate the holidays with #1 New York Times bestselling author Nora Roberts's A Christmas Promise, featuring two charming tales in one volume--a perfect present to warm up your winter. Home for Christmas Jason Law has traveled the world, earning accolades for his in-depth journalism, reporting on history-making events. But during that decade on the road chronicling other people's lives, he didn't live his own. Now, back in his small-town home of Quiet Valley, New Hampshire for Christmas, Jason wants to give his heart to Faith Monroe. Ten years ago, he chose his career over their love, a decision he deeply regrets. To rekindle their relationship, Jason will have to earn Faith's trust and prove to her that when they're together, it's a wonderful life... A Will and a Way When her beloved Uncle Jolley died, Pandora McVie couldn't imagine her life without him--only to discover that he planned for her future by leaving her $150 million. But to collect her inheritance, Pandora must spend six months in her uncle's isolated Catskills mansion with her co-beneficiary, Michael Donohue. If being set up on a half-year date that lasts through Christmas by a last will and testament isn't humiliating enough, Pandora finds living with Michael intolerable--even as she falls in love with him...",2022-09-27,Fiction,3.49
"Map of Flames (The Forgotten Five, Book 1)",Lisa McMann,"X-Men meets Spy Kids in this instant New York Times bestseller! Here’s the first book in a new middle-grade fantasy/adventure series from the author of The Unwanteds. Fifteen years ago, eight supernatural criminals fled Estero City to make a new life in an isolated tropical hideout. Over time, seven of them disappeared without a trace, presumed captured or killed. And now, the remaining one has died. Left behind to fend for themselves are the criminals’ five children, each with superpowers of their own: Birdie can communicate with animals. Brix has athletic abilities and can heal quickly. Tenner can swim like a fish and can see in the dark and hear from a distance. Seven’s skin camouflages to match whatever is around him. Cabot hasn’t shown signs of any unusual power—yet. Then one day Birdie finds a map among her father’s things that leads to a secret stash. There is also a note: Go to Estero, find your mother, and give her the map. The five have lived their entire lives in isolation. What would it mean to follow the map to a strange world full of things they’ve only heard about, like cell phones, cars, and electricity? A world where, thanks to their parents, being supernatural is a crime?",2022-02-22,Juvenile Fiction,3.76
She's Gone,David Bell,"A new page-turning thriller from USA Today bestselling author David Bell. When a girl disappears, who do you suspect? When 17-year-old Hunter Gifford wakes in the hospital on the night of homecoming, he's shocked to learn he and his girlfriend, Chloe Summers, have been in a terrible car accident. Hunter has no memory of the crash, and his shock turns to horror when he is told Chloe's blood has been found in the car—but she has disappeared. Back at school, his fellow students taunt him, and his former best friend starts making a true-crime documentary about the case—one that points the finger directly at Hunter. And just when things can't get any worse, Chloe's mother stands in front of the entire town at a candlelight vigil and accuses Hunter of murder. Under mounting pressure from the police, Hunter takes matters into his own hands by questioning anyone who might know the truth and posting videos to prove his innocence. When Hunter learns he and Chloe were seen arguing loudly outside the dance, he faces a sickening possibility. Was he angry enough to kill the person he loved? Praise for David Bell: ""David Bell is a top-notch storyteller and Layover is his best book yet. I flew through this twisty, riveting psychological thriller at breakneck speed, hooked from the first page right up through the book's breathless conclusion.""—Cristina Alger, New York Times bestselling author of Girls Like Us ""With hints of Patricia Highsmith's THE TALENTED MR. RIPLEY, this is a riveting thriller."" —Palm Beach Daily News ""Readers will find themselves thoroughly immersed in this riveting thriller...both compelling and surprising.""—Booklist ""Bell is a brilliant craftsman as well as storyteller.""—The Providence Journal",2022-11-01,Young Adult Fiction,3.65
Demon Slayer: Kimetsu no Yaiba—The Flower of Happiness,Aya Yajima,"A mystical flower offers a prosperous future for its bearer. Determined to find the flower for Nezuko, Tanjiro makes a harrowing journey up a mountain—but Inosuke reveals the flower’s true worth. In other tales, Zenitsu recalls the day he battled a demon to save a crying girl, a fortune-teller warns Zenitsu that he’ll die if a girl falls for him, Kanao helps Aoi learn her value apart from killing demons, and when Kimetsu Academy students search for the recipe to win over Mr. Tomioka, Mr. Rengoku ropes them into cooking! -- VIZ Media",2022-10-25,Fiction,4.16
Legendborn (Tome 1) - Légendes-vives,Tracy Deonn,"Après le décès de sa mère dans un accident de la route, Bree Matthews, seize ans, ne désire qu’une chose : quitter la maison familiale et tous ses souvenirs d’enfance. Intégrer le programme anticipé de la prestigieuse université de Caroline du Nord, à Chapel Hill, semble être une échappatoire idéale – jusqu’au jour où elle est témoin d’une agression magique, repoussée par deux étudiants plus âgés. Dès lors, tout ce que Bree croyait savoir sur le monde s’écroule : non seulement la magie existe, mais une société secrète millénaire lutte sans relâche pour préserver l’humanité des hordes maléfiques qui menacent de l’éradiquer. Une société qui pourrait avoir joué un rôle dans la mort de sa mère. Pour connaître la vérité, Bree n’a d’autre choix que de l’infiltrer, à ses risques et périls...",2022-08-31T00:00:00+02:00,Young Adult Fiction,3.84
