Greenlights,Matthew McConaughey,"#1 NEW YORK TIMES BESTSELLER • 6 MILLION COPIES SOLD WORLDWIDE! Discover the life-changing memoir that has inspired millions of readers through the Academy Award–winning actor’s unflinching honesty, unconventional wisdom, and lessons learned the hard way about living with greater satisfaction. “The No. 1 celebrity memoir of the past 10 years.”—USA Today “McConaughey’s book invites us to grapple with the lessons of his life as he did—and to see that the point was never to win, but to understand.”—Mark Manson, author of The Subtle Art of Not Giving a F*ck I’ve been in this life for fifty years, been trying to work out its riddle for forty-two, and been keeping diaries of clues to that riddle for the last thirty-five. Notes about successes and failures, joys and sorrows, things that made me marvel, and things that made me laugh out loud. How to be fair. How to have less stress. How to have fun. How to hurt people less. How to get hurt less. How to be a good man. How to have meaning in life. How to be more me. Recently, I worked up the courage to sit down with those diaries. I found stories I experienced, lessons I learned and forgot, poems, prayers, prescriptions, beliefs about what matters, some great photographs, and a whole bunch of bumper stickers. I found a reliable theme, an approach to living that gave me more satisfaction, at the time, and still: If you know how, and when, to deal with life’s challenges—how to get relative with the inevitable—you can enjoy a state of success I call “catching greenlights.” So I took a one-way ticket to the desert and wrote this book: an album, a record, a story of my life so far. This is fifty years of my sights and seens, felts and figured-outs, cools and shamefuls. Graces, truths, and beauties of brutality. Getting away withs, getting caughts, and getting wets while trying to dance between the raindrops. Hopefully, it’s medicine that tastes good, a couple of aspirin instead of the infirmary, a spaceship to Mars without needing your pilot’s license, going to church without having to be born again, and laughing through the tears. It’s a love letter. To life. It’s also a guide to catching more greenlights—and to realizing that the yellows and reds eventually turn green too. Good luck.",2020-10-20,Biography & Autobiography,4.27
The Best of Me,David Sedaris,"What could be a more tempting Christmas gift than a compendium of David Sedaris's best stories, selected by the author himself? From a spectacular career spanning almost three decades, these stories have become modern classics and are now for the first time collected in one volume. For more than twenty-five years, David Sedaris has been carving out a unique literary space, virtually creating his own genre. A Sedaris story may seem confessional, but is also highly attuned to the world outside. It opens our eyes to what is at absurd and moving about our daily existence. And it is almost impossible to read without laughing. Now, for the first time collected in one volume, the author brings us his funniest and most memorable work. In these stories, Sedaris shops for rare taxidermy, hitchhikes with a lady quadriplegic, and spits a lozenge into a fellow traveler's lap. He drowns a mouse in a bucket, struggles to say 'give it to me' in five languages and hand-feeds a carnivorous bird. But if all you expect to find in Sedaris's work is the deft and sharply observed comedy for which he became renowned, you may be surprised to discover that his words bring more warmth than mockery, more fellow-feeling than derision. Nowhere is this clearer than in his writing about his loved ones. In these pages, Sedaris explores falling in love and staying together, recognizing his own aging not in the mirror but in the faces of his siblings, losing one parent and coming to terms - at long last - with the other. Taken together, the stories in The Best of Me reveal the wonder and delight Sedaris takes in the surprises life brings him. No experience, he sees, is quite as he expected - it's often harder, more fraught and certainly weirder - but sometimes it is also much richer and more wonderful. Full of joy, generosity, and the incisive humor that has led David Sedaris to be called 'the funniest man alive' (Time Out New York), The Best of Me spans a career spent watching and learning and laughing - quite often at himself - and invites readers deep into the world of one of the most brilliant and original writers of our time.",2020-11-03,Humor,4.21
Caste,Isabel Wilkerson,"#1 NEW YORK TIMES BESTSELLER • OPRAH’S BOOK CLUB PICK • “An instant American classic and almost certainly the keynote nonfiction book of the American century thus far.”—Dwight Garner, The New York Times The Pulitzer Prize–winning, bestselling author of The Warmth of Other Suns examines the unspoken caste system that has shaped America and shows how our lives today are still defined by a hierarchy of human divisions. #1 NONFICTION BOOK OF THE YEAR: Time ONE OF THE BEST BOOKS OF THE YEAR: The Washington Post, The New York Times, Los Angeles Times, The Boston Globe, O: The Oprah Magazine, NPR, Bloomberg, The Christian Science Monitor, New York Post, The New York Public Library, Fortune, Smithsonian Magazine, Marie Claire, Slate, Library Journal, Kirkus Reviews Winner of the Carl Sandberg Literary Award • Winner of the Los Angeles Times Book Prize • National Book Award Longlist • National Book Critics Circle Award Finalist • Dayton Literary Peace Prize Finalist • PEN/John Kenneth Galbraith Award for Nonfiction Finalist • PEN/Jean Stein Book Award Longlist • Kirkus Prize Finalist “As we go about our daily lives, caste is the wordless usher in a darkened theater, flashlight cast down in the aisles, guiding us to our assigned seats for a performance. The hierarchy of caste is not about feelings or morality. It is about power—which groups have it and which do not.” In this brilliant book, Isabel Wilkerson gives us a masterful portrait of an unseen phenomenon in America as she explores, through an immersive, deeply researched, and beautifully written narrative and stories about real people, how America today and throughout its history has been shaped by a hidden caste system, a rigid hierarchy of human rankings. Beyond race, class, or other factors, there is a powerful caste system that influences people’s lives and behavior and the nation’s fate. Linking the caste systems of America, India, and Nazi Germany, Wilkerson explores eight pillars that underlie caste systems across civilizations, including divine will, bloodlines, stigma, and more. Using riveting stories about people—including Martin Luther King, Jr., baseball’s Satchel Paige, a single father and his toddler son, Wilkerson herself, and many others—she shows the ways that the insidious undertow of caste is experienced every day. She documents how the Nazis studied the racial systems in America to plan their outcasting of the Jews; she discusses why the cruel logic of caste requires that there be a bottom rung for those in the middle to measure themselves against; she writes about the surprising health costs of caste, in depression and life expectancy, and the effects of this hierarchy on our culture and politics. Finally, she points forward to ways America can move beyond the artificial and destructive separations of human divisions, toward hope in our common humanity. Original and revealing, Caste: The Origins of Our Discontents is an eye-opening story of people and history, and a reexamination of what lies under the surface of ordinary lives and of American life today.",2020-08-04,Social Science,4.14
Clanlands,"Sam Heughan, Graham McTavish","THE SUNDAY TIMES BESTSELLER With a foreword by Diana Gabaldon. Two men. One country. And a lot of whisky. As stars of Outlander, Sam and Graham eat, sleep and breathe the Highlands on this epic road trip around their homeland. They discover that the real thing is even greater than fiction. Clanlands is the story of their journey. Armed with their trusty campervan and a sturdy friendship, these two Scotsmen are on the adventure of a lifetime to explore the majesty of Scotland. A wild ride by boat, kayak, bicycle and motorbike, they travel from coast to loch and peak to valley and delve into Scotland's history and culture, from timeless poetry to bloody warfare. With near-death experiences, many weeks in a confined space together, and a cast of unforgettable characters, Graham and Sam's friendship matures like a fine Scotch. They reflect on their acting careers in film and theatre, find a new awestruck respect for their native country and, as with any good road trip, they even find themselves. Hold onto your kilts... this is Scotland as you've never seen it before.",2020-11-03,History,4.05
Untamed,Glennon Doyle,"'This book will shake your brain and make your soul scream. I am so ready for myself after reading this book!' Adele 'Untamed will liberate women - emotionally, spiritually, and physically. It is phenomenal.' Elizabeth Gilbert, author of City of Girls and Eat Pray Love Who were you before the world told you who to be? Part inspiration, part memoir, Untamed explores the joy and peace we discover when we stop striving to meet the expectations of the world, and instead dare to listen to and trust in the voice deep inside us. From the beloved New York Times bestselling author, speaker and activist Glennon Doyle. ***** For many years, Glennon Doyle denied her discontent. Then, while speaking at a conference, she looked at a woman across the room and fell instantly in love. Three words flooded her mind: There. She. Is. At first, Glennon assumed these words came to her from on high but soon she realised they had come to her from within. This was the voice she had buried beneath decades of numbing addictions and social conditioning. Glennon decided to let go of the world's expectations of her and reclaim her true untamed self. Soulful and uproarious, forceful and tender, Untamed is both an intimate memoir and a galvanising wake-up call. It is the story of how one woman learned that a responsible mother is not one who slowly dies for her children, but one who shows them how to fully live. It is also the story of how each of us can begin to trust ourselves enough to set boundaries, make peace with our bodies, honour our anger and heartbreak, and unleash our truest, wildest instincts. Untamed shows us how to be brave. And, as Glennon insists, 'The braver we are, the luckier we get.'",2020-03-12,Biography & Autobiography,3.68
No Time Like the Future,Michael J Fox,"'The book is great: moving but also properly funny.' Hadley Freeman, The Guardian 'A memoir with an unusual sense of purpose. . . pithy, highly readable' The Times The entire world knows Michael J. Fox as Marty McFly, the teenage sidekick of Doc Brown in Back to the Future. His two previous bestselling memoirs, Lucky Man and Always Looking Up, dealt with how he came to terms with the illness, all the while exhibiting his iconic optimism. In No Time Like the Future: An Optimist Considers Mortality, Michael shares personal stories and observations about illness and health, ageing, the strength of family and friends, and how our perceptions about time affect the way we approach mortality. Thoughtful and moving, but with Fox's trademark sense of humour, his book provides a vehicle for reflection about our lives, our loves, and our losses. Running through the narrative is the drama of the medical madness Fox recently experienced, that included his daily negotiations with the Parkinson's disease he's had since 1991, and a spinal cord issue that necessitated immediate surgery. His challenge to learn how to walk again, only to suffer a devastating fall, nearly caused him to ditch his trademark optimism and ""get out of the lemonade business altogether."" Does he make it all of the way back? Read the book.",2020-11-17,Biography & Autobiography,4.00
"Dolly Parton, Songteller","Dolly Parton, Robert K. Oermann","Dolly Parton, Songteller: My Life in Lyrics is a landmark celebration of the remarkable life and career of a country music and pop culture legend. As told by Dolly Parton in her own inimitable words, explore the songs that have defined her journey. Illustrated throughout with previously unpublished images from Dolly Parton's personal and business archives. Mining over 60 years of songwriting, Dolly Parton highlights 150 of her songs and brings readers behind the lyrics. - Packed with never-before-seen photographs and classic memorabilia - Explores personal stories, candid insights, and myriad memories behind the songs Dolly Parton, Songteller: My Life in Lyrics reveals the stories and memories that have made Dolly a beloved icon across generations, genders, and social and international boundaries. Containing rare photos and memorabilia from Parton's archives, this book is a show-stopping must-have for every Dolly Parton fan. - Learn the history behind classic Parton songs like ""Jolene,"" ""9 to 5,"" ""I Will Always Love You,"" and more. - The perfect gift for Dolly Parton fans (everyone loves Dolly!) as well as lovers of music history and country Add it to the shelf with books like Coat of Many Colors by Dolly Parton, The Beatles Anthology by The Beatles, and Born to Run by Bruce Springsteen.",2020-11-17,Biography & Autobiography,4.03
Blackout,Candace Owens,"NEW YORK TIMES BESTSELLER It’s time for a black exit. Political activist and social media star Candace Owens addresses the many ways that Democrat Party policies hurt, rather than help, the African American community, and why she and many others are turning right. Black Americans have long been shackled to the Democrats. Seeing no viable alternative, they have watched liberal politicians take the black vote for granted without pledging anything in return. In Blackout, Owens argues that this automatic allegiance is both illogical and unearned. She contends that the Democrat Party has a long history of racism and exposes the ideals that hinder the black community’s ability to rise above poverty, live independent and successful lives, and be an active part of the American Dream. Instead, Owens offers up a different ideology by issuing a challenge: It’s time for a major black exodus. From dependency, from victimhood, from miseducation—and the Democrat Party, which perpetuates all three. Owens explains that government assistance is a double-edged sword, that the Left dismisses the faith so important to the black community, that Democrat permissiveness toward abortion disproportionately affects black babies, that the #MeToo movement hurts black men, and much more. Weaving in her personal story, which ushered her from a roach-infested low-income apartment to1600 Pennsylvania Avenue, she demonstrates how she overcame her setbacks and challenges despite the cultural expectation that she should embrace a victim mentality. Well-researched and intelligently argued, Blackout lays bare the myth that all black people should vote Democrat—and shows why turning to the right will leave them happier, more successful, and more self-sufficient.",2020-09-15,Political Science,3.00
The Answer Is . . .,Alex Trebek,"Longtime Jeopardy! host and television icon Alex Trebek reflects on his life and career. When he debuted as the host of Jeopardy! in 1984, Alex Trebek became something like a family member to millions of television viewers, bringing entertainment and education into their homes five nights a week. In 2019, he made the stunning announcement that he had been diagnosed with Stage IV pancreatic cancer. What followed was an incredible outpouring of love and kindness. Social media was flooded with messages of support, and the Jeopardy! studio received boxes of cards and letters offering guidance, encouragement, and prayers. For more than three decades, Trebek had resisted countless appeals to write a book about his life. Yet he was moved so much by all the goodwill, he felt compelled to finally share his story. “I want people to know a little more about the person they have been cheering on for the past year,” he writes. The book combines illuminating personal anecdotes with Trebek’s thoughts on a range of topics, including marriage, parenthood, education, success, spirituality, and philanthropy. Trebek also addresses the questions asked most often by Jeopardy! fans, such as what prompted him to shave his signature mustache, his insights on legendary players like Ken Jennings and James Holzhauer, and his opinion of Will Ferrell’s Saturday Night Live impersonation. The book uses a novel structure inspired by Jeopardy! and features dozens of never-before-seen photos that candidly capture Trebek over the years. This wise, charming, and inspiring book is further evidence of why Trebek has long been considered one of the most beloved and respected figures in entertainment.",2020-07-21,Biography & Autobiography,3.86
Talking to Strangers,Malcolm Gladwell,"Mengapa interaksi kita dengan orang tak dikenal sering kali keliru? Penghentian pelanggar lalu lintas rutin yang berakhir dengan tragedi. Mata-mata yang bertahun-tahun tak terdeteksi di tingkat tertinggi Pentagon. Mengapa kita sering sekali keliru memahami orang lain? Mengapa sukar sekali mendeteksi kebohongan, membaca wajah, atau menilai motif orang tak dikenal? Melalui serangkaian pertemuan dan kesalahpahamanÑdari sejarah, psikologi, sampai kasus hukum terkenalÑMalcolm Gladwell membawa kita dalam suatu petualangan intelektual ke sisi gelap hakikat manusia, ketika orang tak dikenal ternyata tidak sederhana, dan kekeliruan membaca orang tak dikenal bisa berakibat bencana. ÒTidak ada yang menantang asumsi umum sebagaimana Malcolm Gladwell. Di sini dia menggunakan kisah penipuan dan kekeliruan fatal untuk mempertanyakan strategi kita menghadapi orang tak dikenal, mengajak kita berpikir ulang pada era baru yang penuh kemelut ini.Ó Kirkus Reviews ÒSaya suka buku ini ... membacanya bukan hanya benar-benar mengubah cara kita melihat orang tak dikenal, melainkan juga cara kita memandang diri sendiri, berita, dan dunia. Buku ini mengubah saya.Ó Oprah Winfrey",2020-03-02,Self-Help,3.67
Uncomfortable Conversations with a Black Man,Emmanuel Acho,"Instant New York Times Bestseller An urgent primer on race and racism, from Emmanuel Acho, an American Football Legend and host of the viral hit video series Uncomfortable Conversations with a Black Man. 'I really love this' – Jada Pinkett Smith 'What Emmanuel Acho has to say is important' – Matthew McConaughey ‘An absolute must-read . . . Emmanuel Acho dives into important subjects like cultural appropriation and white privilege, urging you to find a way to join in the fight against racism’ – Cosmopolitan In Uncomfortable Conversations with a Black Man, Emmanuel Acho takes on all the questions, large and small, insensitive and taboo, many white people are afraid to ask – yet which everyone needs the answers to, now more than ever. With the same open-hearted generosity that has made his video series of the same name a phenomenon, Acho explains the vital core of such fraught concepts as white privilege, cultural appropriation and ‘reverse racism’. In his own words, he provides a space of compassion and understanding in a discussion that can lack both. He asks only for the reader’s curiosity – but along the way, he will galvanize all of us to join the anti-racist fight.",2020-11-12,Social Science,3.50
Pappyland,Wright Thompson,"An instant New York Times bestseller From the bestselling author of The Cost of These Dreams The story of how Julian Van Winkle III, the caretaker of the most coveted cult Kentucky Bourbon whiskey in the world, fought to protect his family's heritage and preserve the taste of his forebears, in a world where authenticity, like his product, is in very short supply. As a journalist said of Pappy Van Winkle, ""You could call it bourbon, or you could call it a $5,000 bottle of liquified, barrel-aged unobtanium."" Julian Van Winkle, the third-generation head of his family's business, is now thought of as something like the Buddha of Bourbon - Booze Yoda, as Wright Thompson calls him. He is swarmed wherever he goes, and people stand in long lines to get him to sign their bottles of Pappy Van Winkle Family Reserve, the whiskey he created to honor his grandfather, the founder of the family concern. A bottle of the 23-year-old Pappy starts at $3000 on the internet. As Julian is the first to say, things have gone completely nuts. Forty years ago, Julian would have laughed in astonishment if you'd told him what lay ahead. He'd just stepped in to try to save the business after his father had died, partly of heartbreak, having been forced to sell the old distillery in a brutal downturn in the market for whiskey. Julian's grandfather had presided over a magical kingdom of craft and connoisseurship, a genteel outfit whose family ethos generated good will throughout Kentucky and far beyond. There's always a certain amount of romance to the marketing of spirits, but Pappy's mission statement captured something real: ""We make fine bourbon - at a profit if we can, at a loss if we must, but always fine bourbon."" But now the business had hit the wilderness years, and Julian could only hang on for dear life, stubbornly committed to preserving his namesake's legacy or going down with the ship. Then something like a miracle happened: it turned out that hundreds of very special barrels of whiskey from the Van Winkle family distillery had been saved by the multinational conglomerate that bought it. With no idea what they had, they offered to sell it to Julian, who scrambled to beg and borrow the funds. Now he could bottle a whiskey whose taste captured his family's legacy. The result would immediately be hailed as the greatest whiskey in the world - and would soon be the hardest to find. But now, those old barrels were used up, and Julian Van Winkle faced the challenge of his lifetime: how to preserve the taste of Pappy, the taste of his family's heritage, in a new age? The amazing Wright Thompson was invited to be his wingman as he set about to try. The result is an extraordinary testimony to the challenge of living up to your legacy and the rewards that come from knowing and honoring your people and your craft. Wright learned those lessons from Julian as they applied to the honest work of making a great bourbon whiskey in Kentucky, but he couldn't help applying them to his own craft, writing, and his upbringing in Mississippi, as he and his wife contemplated the birth of their first child. May we all be lucky enough to find some of ourselves, as Wright Thompson did, in Julian Van Winkle, and in Pappyland.",2020-11-10,Biography & Autobiography,3.90
Ten Lessons for a Post-Pandemic World,Fareed Zakaria,"New York Times Bestseller COVID-19 is speeding up history, but how? What is the shape of the world to come? Lenin once said, ""There are decades when nothing happens and weeks when decades happen."" This is one of those times when history has sped up. CNN host and best-selling author Fareed Zakaria helps readers to understand the nature of a post-pandemic world: the political, social, technological, and economic consequences that may take years to unfold. Written in the form of ten ""lessons,"" covering topics from natural and biological risks to the rise of ""digital life"" to an emerging bipolar world order, Zakaria helps readers to begin thinking beyond the immediate effects of COVID-19. Ten Lessons for a Post-Pandemic World speaks to past, present, and future, and, while urgent and timely, is sure to become an enduring reflection on life in the early twenty-first century.",2020-10-06,Political Science,4.47
A Wealth of Pigeons,Steve Martin,"""I've always looked upon cartooning as comedy's last frontier. I have done stand-up, sketches, movies, monologues, awards show introductions, sound bites, blurbs, talk show appearances, and tweets, but the idea of a one-panel image with or without a caption mystified me. I felt like, yeah, sometimes I'm funny, but there are these other weird freaks who are actually funny. You can understand that I was deeply suspicious of these people who are actually funny."" So writes the multitalented comedian Steve Martin in his introduction to A Wealth of Pigeons: A Cartoon Collection. In order to venture into this lauded territory of cartooning, he partnered with the heralded New Yorker cartoonist Harry Bliss. Steve shared caption and cartoon ideas, Harry provided impeccable artwork, and together they created this collection of humorous cartoons and comic strips, with amusing commentary about their collaboration throughout. The result: this gorgeous, funny, singular book, perfect to give as a gift or to buy for yourself""--",2020-11-17,"American wit and humor, Pictorial",3.86
Class Act,Jerry Craft,"New York Times bestselling author Jerry Craft returns with a companion book to New Kid, winner of the 2020 Newbery Medal, the Coretta Scott King Author Award, and the Kirkus Prize. This time, it’s Jordan’s friend Drew who takes center stage in another laugh-out-loud funny, powerful, and important story about being one of the few kids of color in a prestigious private school. Eighth grader Drew Ellis is no stranger to the saying “You have to work twice as hard to be just as good.” His grandmother has reminded him his entire life. But what if he works ten times as hard and still isn’t afforded the same opportunities that his privileged classmates at the Riverdale Academy Day School take for granted? To make matters worse, Drew begins to feel as if his good friend Liam might be one of those privileged kids. He wants to pretend like everything is fine, but it's hard not to withdraw, and even their mutual friend Jordan doesn't know how to keep the group together. As the pressures mount, will Drew find a way to bridge the divide so he and his friends can truly accept each other? And most important, will he finally be able to accept himself? New Kid, the first graphic novel to win the Newbery Medal, is now joined by Jerry Craft's powerful Class Act.",2020-10-06,Juvenile Fiction,3.81
Happy Narwhalidays,Ben Clanton,Description non disponible,2020-09-03,Catégorie non disponible,4.31
Blades of Freedom (Nathan Hale's Hazardous Tales #10),Nathan Hale,"Discover the story of the Haitian Revolution—the largest uprising of enslaved people in history—in this installment of the New York Times bestselling graphic novel series Why would Napoleon Bonaparte sell the Louisiana Territory to the recently formed United States of America? It all comes back to the island nation of Haiti, which Napoleon had planned to use as a base for trade with North America. While Napoleon climbed the ranks of the French army and government, enslaved people were organizing in Haiti under the leadership of François Mackandal, Dutty Boukman, Jean-Jacques Dessalines, and Touissant L’Ouverture, who in 1791 led the largest uprising of enslaved people in history—the Haitian Revolution. Nathan Hale’s Hazardous Tales are graphic novels that tell the thrilling, shocking, gruesome, and TRUE stories of American history. Read them all—if you dare!",2020-11-24,Juvenile Nonfiction,4.35
"My Hero Academia, Vol. 25",Kohei Horikoshi,"Midoriya inherits the superpower of the world’s greatest hero, but greatness won’t come easy. What would the world be like if 80 percent of the population manifested superpowers called “Quirks”? Heroes and villains would be battling it out everywhere! Being a hero would mean learning to use your power, but where would you go to study? The Hero Academy of course! But what would you do if you were one of the 20 percent who were born Quirkless? Since the terrifying incident when Tomura’s Quirk manifested, only the greatest villain of them all, All For One, has been able to speak to the broken young boy’s heart. The consequences of that fateful meeting play out in the present as Tomura and Re-Destro, the leader of the Meta Liberation Army, battle for supremacy—and if it takes leveling a whole city to sort out who’s on top, so be it!",2020-10-06,Comics & Graphic Novels,4.80
Batman: Three Jokers,Geoff Johns,"Thirty years after Batman: The Killing Joke changed comics forever, Batman: Three Jokers reexamines the myth of who, or what, is the Joker and what is at the heart of his ongoing battle with Batman? New York Times bestselling writer Geoff Johns and artist Jason Fabok, the team that waged the “Darkseid War” in the pages of Justice League, reunite to tell the ultimate story of Batman and The Joker! In this highly anticipated epic, learn why there are three Jokers, and what that means for the decades-long battle between the Dark Knight and the Clown Prince of Crime. In this powerful, emotional story, Batman, Batgirl, and Red Hood-all past victims of The Joker-work together to solve a mystery unlike anything they’ve ever faced before!",2020-11-17,Comics & Graphic Novels,3.95
A Christmas Message,Debbie Macomber,"This season, discover the magic of two classic heartwarming stories and the message of love and giving at Christmas! Christmas Letters Katherine O’Connor spends her days at a cozy café writing Christmas letters for other people. She’s good at making their everyday lives sound more interesting. But for renowned child psychologist Dr. Wynn Jeffries, who also frequents the café, Christmas means deception. Katherine argues with Wynn about his theories while he argues that her letters are nothing but lies. They disagree about practically everything—but as the days move closer to Christmas, Katherine and Wynn may find that love means accepting your differences while discovering what you share. Call Me Mrs. Miracle For Jake Finley, owner of Finley’s Department Store in New York City, Christmas means only one thing to him: profit. The holiday was destroyed for him by a tragedy years before. But now he needs a Christmas miracle to keep the business afloat. Holly Larson needs a miracle, too. Her nephew’s father won’t be home for Christmas, but at least she can get him the one gift he desperately wants. If she can figure out how to pay for it… Fortunately, it’s Mrs. Miracle to the rescue. Next to making children happy, she likes nothing better than helping others—and that includes a bit of matchmaking!",2020-10-27,Fiction,4.22
The Museum of Desire,Jonathan Kellerman,"ONE WILD PARTY. FOUR COUNTS OF MURDER. A mansion in Beverly Hills is leased out to host an event wild enough to herald the end of days. The next day there is not a living soul to be seen. In the driveway sits a super-stretch limo, unlocked, with four bodies inside it. Nothing links the victims together. Each has been killed in a different way. Now it is up to brilliant psychologist Alex Delware and LAPD Lieutenant Milo Sturgis to begin their grisliest and most baffling case yet. As they struggle to make sense of the mass slaying, they'll be forced to confront a level of evil that nothing can prepare them for. _____________________________________ Praise for Jonathan Kellerman's New York Times No. 1 bestselling thrillers: 'Sophisticated, cleverly plotted and satisfying' Sunday Telegraph 'High-octane entertainment' The Times 'Exceptionally exciting' New York Times",2020-02-06,Fiction,3.98
Wyoming True,Diana Palmer,"An opposites-attract love may be in store for a gruff rancher and a small-town beauty in a brand-new Wyoming Men romance Jake McGuire has worked hard to earn his success, with holdings that include ranches and a private jet. The only threat to his comfortable existence is the last woman he should ever want. He knows Ida Merridan by reputation only, but the stories he’s heard are enough for him to keep her at arm’s length, until the day fate puts her in his path under circumstances only the most heartless cowboy could ignore. Now, realizing the truth Ida’s been keeping, he’s powerless to give her up. Twice married and independently wealthy, Ida did nothing to deserve her bad reputation—except choose the wrong husbands. Live and learn in a small town, but after everything life has handed her, she’s in no hurry to make any more mistakes or be anyone’s object of pity. Being rescued by Jake throws a wrench into her plans for a solitary existence when one sizzling kiss leads to another, but her past is catching up with her, and there’s only so much she can do when Jake is determined to prove there are still some heroes left in the West. Wyoming Men Book 1: Wyoming Tough Book 2: Wyoming Fierce Book 3: Wyoming Bold Book 4: Wyoming Strong Book 5: Wyoming Rugged Book 6: Wyoming Brave Book 7: Wyoming Winter Book 8: Wyoming Legend Book 9: Wyoming Heart Book 10: Wyoming True",2020-11-10,Fiction,4.07
The River Murders,James Patterson,"Sometimes figuring out the truth means going to the point of no return. For Mitchum, returning isn't something he concerns himself with. HIDDEN: Rejected by the Navy SEALs, Mitchum is content to be his small town's unofficial private eye, until his beloved 14-year-old cousin is abducted. Now he'll call on every lethal skill to track her down – but nothing is what it seems... MALICIOUS: Mitchum's brother has been charged with murder. Nathaniel swears he didn't kill anyone, but word on the street is that he was involved with the victim's wife. Now, Navy SEAL dropout Mitchum will break every rule to expose the truth – even if it destroys the people he loves. MALEVOLENT: Mitchum has never been more desperate. One by one his loved ones have become victims of carefully staged attacks. There's only one way to stop the ruthless mastermind intent on destroying everyone around him – to go on the most dangerous hunt of his life.",2020-01-07,Fiction,3.70
A MacCallister Christmas,"William W. Johnstone, J.A. Johnstone","New York Times Bestseller From bestselling authors William W. and J.A. Johnstone comes a special action-packed holiday western tale of peace on earth and bad will toward men . . . Johnstone Country. Where Legends Are Born. Ever since he left Scotland to start a new life in America, Duff MacCallister has stayed true to the values and traditions of his clan in the Highlands. But as Christmas approaches, he yearns to reconnect with his family—even the ones he hasn’t met yet. This year, two of his American cousins—twins Andrew and Rosanna—will be joining Duff for the holidays at the Sky Meadow Ranch. That is, if they manage to get there alive . . . The twins’ train is held up by not one, but two vicious outlaw gangs. The Jessup gang has been using the Spalding gang’s hideout to plan the robbery. The Jessups just lost two of their brothers in a bank job gone wrong—courtesy of Duff MacCallister—and they’re gunning for revenge. Together, these two bloodthirsty bands of killers and thieves are teaming up to make this one Christmas the MacCallisters will never forget. But Duff’s ready to deliver his own brand of gun-blazing justice, holidays be damned . . . Live Free. Read Hard.",2020-10-27,Fiction,4.29
The Christmas Backup Plan,Lori Wilde,"A regimented ex-Army man drives an irresistible wedding planner from Cupid to Twilight in the next Twilight, Texas, novel from New York Times bestselling author Lori Wilde. You are cordially invited to a Twilight, Texas, Christmas Wedding! The town is decorated, the cookies are made, and the stage is set . . . for love. Wedding planner Aria Alzate has one goal: to give her best friend a perfect day. But after a bump on the head, she’s under doctor’s orders not to travel on her own. So she’s stuck on the road to Twilight with upright, uptight Remington Lockhart in the driver’s seat. True, Remy is one long, tall, Texas male, but the ex-military man never saw a rule he didn’t like—making this one long road trip . . . Remy has left the military, but the military lifestyle has not left him. The uncertainty this ex-paratrooper encountered during his tour of duty has convinced him that plans—combined with backup plans—will keep life under control. Aria is undeniably tempting, but her fly-by-the-seat of her pants attitude is never going to work. Then a sudden snowstorm strikes, and these opposites come together in a night of unexpected passion. And suddenly the magic of a Twilight, Texas, Christmas takes hold, proving that sometimes the best plan is to have no plan at all.",2020-10-27,Fiction,3.88
Look Both Ways,Jason Reynolds,"""A collection of ten short stories that all take place in the same day about kids walking home from school""--",2020-10-27,Juvenile Fiction,3.00
Five Total Strangers,Natalie D. Richards,"A New York Times Bestseller A ""page-turning thriller that will keep readers guessing until the very end"" (School Library Journal) about a road trip in a snowstorm that turns into bone-chilling disaster, from New York Times bestselling mystery author and ""master of tension"" (BCCB) Natalie D. Richards. She thought being stranded was the worst thing that could happen. She was wrong. Mira needs to get home for the holidays. Badly. But when an incoming blizzard results in a canceled connecting flight, it looks like she might get stuck at the airport indefinitely. And then Harper, Mira's glamorous seatmate from her initial flight, offers her a ride. Harper and her three friends can drop Mira off on their way home. But as they set off, Mira realizes fellow travelers are all total strangers. And every one of them is hiding something. Soon, roads go from slippery to terrifying. People's belongings are mysteriously disappearing. Someone in the car is clearly lying, and may even be sabotaging the trip—but why? And can Mira make it home alive, or will this nightmare drive turn fatal? Perfect for readers who love: YA horror books for teens Mystery books for teens Natasha Preston, Megan Miranda, Karen McManus and Ruth Ware Praise for Five Total Strangers: ""A twisty thrill ride that will leave you breathless. I stayed up after midnight just to see how it all ended.""—April Henry, New York Times bestselling author of Girl, Stolen ""Richards is a master of tension. Suspense fans will get all the ups-and-downs of a well-paced narrative, but they may never want to drive on a snowy road again.""—BCCB ""A page-turning thriller that will keep readers guessing until the very end. Just the kind of fun book one needs for a hot summer day or a cold winter's night.""—School Library Journal on Five Total Strangers ""High thrill factor.""—Booklist Also by Natalie D. Richards: Six Months Later Gone Too Far My Secret to Tell One Was Lost We All Fall Down What You Hide",2020-10-06,Young Adult Fiction,3.00
